SNo.,Company Name,Domain Name,Overview,,Founded Year,City,State,Country,Is Funded,Total Funding (USD),Latest Funded Date,Latest Funded Amount,Latest Funded Amount (USD),Company Stage,Average days between last funding and acquisition,Is Acquired,Acquired By,Acquired Date,Acquired Year,Acquired Amount (USD),Acquisition Type,Is IPO,Editor's Rating,Editor's Rated Date,Soonicorn Club Status,Soonicorn Club Marked Date,Soonicorn Club Event Date,Practice Areas,Feed Name,Business Models,Institutional Investors,Angel Investors,Description,All Geographies Served,Company Emails,Company Phone Numbers,Founders' Info,Founders' Email Ids,Links to Founders' Profiles,Link to Employees,Annual Revenue (USD),Annual Revenue as on,Is Incorporated,Incorporation Date,Paid-up Capital at Incorporation (USD),Founders at Incorporation,Acquisition List,Stock Ticker,IPO Date,IPO Amount (USD),Revenue at IPO (USD),Market Capital at IPO (USD),Stock Price at IPO (USD),Is Deadpooled,Deadpooled Date,Part Of,Same As,,,,Website,Website Status,Website Status Last Updated,LinkedIn,Twitter,Facebook,Blog Url,Tracxn URL,Date Added,Annual Net Profit (USD),Annual Net Profit as on,Annual EBITDA (USD),Annual EBITDA as on,Latest Valuation (USD),Latest Valuation as on,Total Employee Count,Total Employee Count as on,Tracxn Score,Revenue Multiple,Revenue Multiple as on,Special Flags : Yes,Special Flags : No,Special Flags : Unknown,In rounds sheet
1231,AVM Cloud,avmcloud.net,Provider of cloud computing services,,2020,Subang Jaya,Selangor,Malaysia,No,,NA,,,Acquired,,Yes,time.com.my,"ene. 08, 2021",2021,"14,500,000",Business Acquisition,No,,,,,,Business Services,IT Services,IT Services > Cloud,,,,Malaysia,enquiry@avmcloud.net,+60-356312385,CY See; Co-Founder,,,,,,No,,,,,,,,,,,No,,,,,,,https://www.avmcloud.net,200,"ene. 26, 2021",https://linkedin.com/company/avm-cloud/about,,,http://avmcloud.net/avm-cloud-blog,https://tracxn.com/companies/AH4JqFKY0Bio1AheA1xypwGsPnZZ6Mu5iwq47NUCMQ4/avmcloud.net,"ene. 12, 2021",,,,,,,,,13.36,,,,,"Consumer
Enterprise
Marketplace
SaaS
Tech
Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
470,Flocktory,flocktory.com,SaaS-based platform for businesses to improve customer life cycle,,2012,Moscow,Moscow,Russia,Yes,"1,500,000",6/5/2013,$2M,"1,500,000",Acquired,1386,Yes,qiwi.com,"mar. 22, 2017",2017,"14,000,000",Business Acquisition,No,,,,,,"Enterprise Applications
Enterprise Applications","MarketingTech
Big Data Analytics","MarketingTech > Marketing Optimization > Conversion Rate Optimization > Website personalization
Big Data Analytics > Enterprise Solutions > Sales & Marketing > Marketing","IDCEE
Digital Ventures",,"Flocktory operates a SaaS-based platform allowing businesses to manage digital customer life cycle, including lead generation to loyalty programs. Its solutions allow businesses to segment and target their customers and leads by purchasing behavior, demographics, geography, and social influence. Personalized push notifications can be sent to customers. A customized rewards program can be created and customers can redeem rewards from other partnered e-commerce players as well. Partnered businesses include eBay, Yves Rocher, S7 Airlines, Quelle etc. Flocktory is the Winner of IDCEE 2012 Startup Competition, Winner at Russia Tech Tour 25 2013 and Runner Up at Startup Village 2014.",Russia,support@flocktory.com,,"Simon Proekt; CoFounder & CEO; simon.proekt@flocktory.com; http://ru.linkedin.com/in/simon-proekt-3a6b544; Worked in Brightstar,Harry Miller Co,Brightstar Solutions.
Ilja Eisen; CoFounder; ilja.eisen@flocktory.com; http://ru.linkedin.com/in/ilja-eisen-4889803
Dmitry Matskevich; CoFounder; http://linkedin.com/in/mdima; Worked in Wikimart,Financial and organizational consulting,Accenture.","simon.proekt@flocktory.com
simonproekt@gmail.com
ilja.eisen@flocktory.com","http://ru.linkedin.com/in/simon-proekt-3a6b544
http://ru.linkedin.com/in/ilja-eisen-4889803
http://linkedin.com/in/mdima",http://www.linkedin.com/vsearch/p?f_CC=3026268,,,No,,,,,,,,,,,No,,,,,,,https://www.flocktory.com/en/,200,"ene. 12, 2021",http://linkedin.com/company/flocktory,http://twitter.com/flocktory,http://facebook.com/flocktory,,https://tracxn.com/companies/i7ybljHUWjG6awvM1RmzB3RYAVfLLTTldd66MYR_wWM/flocktory.com,"may. 25, 2017",,,,,,,,,34.86,,,"Enterprise
SaaS
Tech","Consumer
Marketplace","Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
107,Hermo,hermo.my,Online flash sale platform for beauty products,,2012,Johor Bahru,Johor,Malaysia,Yes,"2,100,000",10/19/2015,$2M,"2,000,000",Acquired,588,Yes,istyle.co.jp,"may. 29, 2017",2017,"13,200,000",Business Acquisition,No,,"jun. 20, 2020",,,,Retail,Beauty Tech,Beauty Tech > Ecommerce > Multi Category > Full Range > Retail > Flash Sales,"Gobi Partners
Mavcap
Ficus Venture Capital
Crystal Horse Investments",,"Hermo is an online flash sale platform for beauty products. The product catalog includes skincare products, makeup, bath & body products, fragrances, health & wellness products, hair care products, and more. It offers products from brands such as Angel Key, BBIA, Candy Love, and others.",Malaysia,admin@hermo.my,+60-75953567,"Ian Mok; Co-Founder; ianmok@hermo.my; https://linkedin.com/in/ian-mok-599ab73; Ex-Continental Alloys & Services, Mastertec wirecable, Nestle. Charles Sturt University 2000
PohSoon Chong; Co-Founder; pschong@hermo.my; https://linkedin.com/in/pohsoon-chong-84604b6a; Ex-Speed Concrete, CARiNG Pharmacy. HELP University 2010
Ian Chua; Co-Founder & CEO; ian@hermo.my; https://linkedin.com/in/ian-chua-72380464; University of Adelaide 2011","ianmok@hermo.my
pschong@hermo.my
ian@hermo.my","https://linkedin.com/in/ian-mok-599ab73
https://linkedin.com/in/pohsoon-chong-84604b6a
https://linkedin.com/in/ian-chua-72380464",http://www.linkedin.com/vsearch/p?f_CC=3252707,,,No,,,,,,,,,,,No,,,,,,,https://www.hermo.my,200,"ene. 12, 2021",https://linkedin.com/company/hermo-creative-s-b,https://twitter.com/hermomalaysia,https://facebook.com/hermomalaysia,,https://tracxn.com/companies/XuMNT7fPjs4Q_JTckK_4JR0e9Y9yrYNGEyZgOjDBOsU/hermo.my,"nov. 23, 2015",,,,,,,,,52.22,,,"Consumer
Tech","Enterprise
Marketplace
SaaS
Software
Tech Hardware
Social Impact
Artificial Intelligence
Blockchain","Innovative
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit",0
369,nCinga innovations,ncinga.com,Business intelligence for retail and manufacturing,,2013,Singapore,Singapore,Singapore,Yes,,NA,,,Acquired,,Yes,zilingo.com,"dic. 17, 2019",2019,"11,438,800",Business Acquisition,No,,,,,,"Enterprise Applications
Industrial Goods and Manufacturing
Enterprise Applications
Technology","Manufacturing Tech
Vertical Business Intelligence
Internet of Things Infrastructure","Manufacturing Tech > Process Control > Analytics > Equipment Monitoring & Analysis > IoT-Based
Vertical Business Intelligence > Industry Specific > Heavy Industries
Internet of Things Infrastructure > IoT Platforms > Analytics Platforms","Singapore Angel Network
BOV Capital",,"Ncinga is a Singapore-based company which provides its products SPARK, which is a data gathering and analytics platform. It uses IOT and sensor data to analyse and provides the insights on a dashboard to the clients. It charges the clients based on their use case for the solution. It has operations in Singapore and Sri Lanka.",Singapore,info@ncinga.com,,"Imal Kalutotage; Founder; ikalutotage@gmail.com; http://linkedin.com/in/imalkalutotage; ex-IBM, Cisco, Millennium IT. University of Colombo, MBA",ikalutotage@gmail.com,http://linkedin.com/in/imalkalutotage,,,,No,,,,,,,,,,,No,,,,,,,https://www.ncinga.com,301,"ene. 20, 2021",https://www.linkedin.com/company/ncinga-innovations-pvt-ltd,,http://facebook.com/ncingaasia,,https://tracxn.com/companies/2ogWPxm_U9XDGrPKq_0T2uRqN_Gxn0El52woH2qp-gY/ncinga.com,"ago. 12, 2020",,,,,,,,,38.94,,,"Enterprise
Tech","Consumer
Marketplace
SaaS","Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
1079,Ideal Finance,idealfinance.lk,Provider of consumer and SME loans,,2012,Colombo,Western Province,Sri Lanka,No,,NA,,,Acquired,,Yes,mahindrafinance.com,"ago. 20, 2019",2019,"11,239,600",Business Acquisition,No,,,,,,Financial Services,Consumer and SME Loans,Consumer and SME Loans > Diversified,,,,Sri Lanka,,,,,,,,,No,,,,,,,,,,,No,,,,,,,https://idealfinance.lk/,200,"feb. 01, 2021",,,,,https://tracxn.com/companies/9lGIdmfIvBvfpwrGdsNCHwt25hwIg_cofW1S_hSV8a0/idealfinance.lk,"ago. 21, 2019",,,,,,,,,17.16,,,,,"Consumer
Enterprise
Marketplace
SaaS
Tech
Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
290,Summa Linguae,summalinguae.com,Provider of translation and multilingual SEO services,,2011,Krakow,Lesser Poland Voivodeship,Poland,Yes,,NA,,,Acquired,,Yes,value4capital.com,"oct. 29, 2019",2019,"10,891,800",Business Acquisition,No,,,,,,,,,ESPIRA Investments,"Madhuri Hegde
Krzysztof Zdanowski",,Poland,office@summalinguae.com,+48-122939380,"Madhuri Hegde; Co-Founder
Atul Jalan; Co-Founder; atul@manthansystems.com; https://linkedin.com/in/atul-jalan-6b9210
Krzysztof Zdanowski; Founder & CEO; krzysztof.zdanowski@summalinguae.com; https://linkedin.com/in/krzysztof-zdanowski-3926b322; Exfluency,KTZ Capital, ex- CEO Spectraling. Higher European School Ks Jozef Tischner in Krakow BA 2010, EUROPEAN UNIVERSITY OF ROME  2007","atul@manthansystems.com
atul.jalan@manthan.com
atul@manthan.com
krzysztof.zdanowski@summalinguae.com","https://linkedin.com/in/atul-jalan-6b9210
https://linkedin.com/in/krzysztof-zdanowski-3926b322",,"2,751,073","dic. 31, 2018",No,,,,kommunicera.se,,,,,,,No,,,,,,,https://summalinguae.com/,200,"ene. 18, 2021",https://linkedin.com/company/summa-linguae-s-a-/about,https://twitter.com/summalinguae,https://facebook.com/summalinguae,http://summalinguae.com/category/blog,https://tracxn.com/companies/DnCO2IAyH5JwphROWBOUXqrfvR-dDiTVubKX4sqzzlg/summalinguae.com,"nov. 12, 2019","-93,508","dic. 31, 2018","-49,974","dic. 31, 2018",,,,,42.36,,,,,"Consumer
Enterprise
Marketplace
SaaS
Tech
Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
557,StorySense Computing,storysensecomputing.com,Artificial intelligence for Taiwan Yellowpage,,2011,Taipei,Taipei,Taiwan,Yes,"450,000",6/1/2013,$450K,"450,000",Acquired,730,Yes,dianhua.cn,"jun. 01, 2015",2015,"10,000,000",Business Acquisition,No,,,,,,"Consumer
Unbundling of Craigslist",Local Services,Local Services > Multi Services > Listings > Local Businesses,,,"StorySense is an artificial intelligence service provider that focuses particularly on the understanding and management of stories, including blog posts, video annotation, comments in social communities, etc. Specialized at artificial intelligence, StorySense aims to make applications with linguistic analysis and story understanding capabilities. In November 2010, StorySense launched the first mobile application WhatsTheNumber, reinventing a new search experience on the yellow page that people can find their needs and directions in just 3 steps: Search, dial ,and talk. As a global service, WhatsTheNumber integrates information from over 100 countries. The application can work with 200 different languages. Laiki second product from Storysense provides user suggestion about ""what to do"" and ""where to go"" etc. based on your searches. As on 28 July 2016 both the applications are inactive.",Taiwan,contact@storysensecomputing.com,,"Dan Huang; Co-Founder; danhuang@storysensecomputing.com; http://linkedin.com/in/ting-hsiang-huang-86034843
Victor Lin; Co-Founder; victor.lin@storysensecomputing.com; http://linkedin.com/in/ting-cheng-lin-4300811b; Phone State. National Taiwan University BS 2008
Edward Shen; Founder & CEO; edward@storysensecomputing.com; http://tw.linkedin.com/pub/edward-shen/0/a12/b22; Current-COO  YulorePages ,  Massachusetts Institute of Technology  MS, Media Lab– 2007  National Taiwan University  Master’s Degree, Computer Science– 2004  National Taiwan University  Bachelor’s Degree, Electrical and Electronics Engineering","danhuang@storysensecomputing.com
victor.lin@storysensecomputing.com
edward@storysensecomputing.com","http://linkedin.com/in/ting-hsiang-huang-86034843
http://linkedin.com/in/ting-cheng-lin-4300811b
http://tw.linkedin.com/pub/edward-shen/0/a12/b22",http://www.linkedin.com/vsearch/p?f_CC=3606193,,,No,,,,,,,,,,,No,,,,,,,http://storysensecomputing.com,404,"ene. 14, 2021",http://linkedin.com/company/storysense-computing-inc-,http://twitter.com/storysenseinc,http://facebook.com/storysense,http://blog.storysensecomputing.com,https://tracxn.com/companies/mp0iaNo3Gy_0zBh_51bBybcy6ZQLu9k2_KRsah5LmbA/storysensecomputing.com,"jul. 13, 2018",,,,,,,,,32.01,,,"Consumer
Tech
Artificial Intelligence","Enterprise
Marketplace
SaaS","Software
Tech Hardware
Social Impact
Innovative
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
286,Sprooki,sprooki.com,Location-based marketing solutions for malls and retailers,,2011,Singapore,Singapore,Singapore,Yes,"818,634",10/29/2012,$483K,"483,000",Acquired,1641,Yes,invigorgroup.com,"abr. 27, 2017",2017,"10,000,000",Business Acquisition,No,3,"jun. 20, 2020",,,,Retail,In Store Retail Tech,In Store Retail Tech > Marketing > Location Based Marketing,"Get2Volume
BANSEA
National Research Foundation
Overture Capital",,Sprooki provides a location-based marketing system for malls and retail brands. It provides a white-label engagement and commerce platform that allows retailers to connect with customers. It can send customized offers and recommendations to shoppers present within the mall premises or nearby to the store.  Sprooki’s system provides alerts which the customers can get on their phones and can redeem at the store via the app. It was acquired by Australia-based Invigor Group in April 2017.,Singapore,,,"Claire Mula; Co-Founder; claire@sprooki.com; http://linkedin.com/in/clairemula; Macquarie Graduate School of Management (MGSM), Bond University, Vrije Universiteit Amsterdam
Michael Gethen; Co-Founder; michael@sprooki.com; http://linkedin.com/in/mgethen; MD Gethen Media","claire@sprooki.com
michael@sprooki.com
michael@gethen.co","http://linkedin.com/in/clairemula
http://linkedin.com/in/mgethen",http://www.linkedin.com/vsearch/p?f_CC=2899835,,,No,,,,omnistream.co,,,,,,,No,,invigorgroup.com,,,,,http://www.sprooki.com,302,"ene. 14, 2021",http://linkedin.com/company/sprooki,http://twitter.com/sprooki_sg,http://facebook.com/sprooki,http://sprooki.com/blog,https://tracxn.com/companies/CPap2Ozz1eFxbQ5DgAOZES1rHAD3Q6-hF40GFMafQo8/sprooki.com,"mar. 09, 2017",,,,,,,,,42.53,,,"Tech
Enterprise
SaaS","Consumer
Marketplace","Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
118,Checkars,checkars.com,Online dealer of used cars,,2018,Buenos Aires,Buenos Aires F.d.,Argentina,Yes,"125,000",7/1/2020,$125K,"125,000",Acquired,72,Yes,kavak.com,"sep. 11, 2020",2020,"10,000,000",Business Acquisition,No,3,"may. 19, 2020",,,,"Consumer
Auto Tech
Accelerator Batches","Auto E-Commerce & Content
Y Combinator Batches","Auto E-Commerce & Content > Second Hand Vehicles > Cars > Online Dealer
Y Combinator Batches > 2020 > Winter","Y Combinator
Jaguar Ventures",,"Checkars is an online dealer for buying/selling used cars. Buyers can search the cars from the stock they want to buy & can request for a test-drive. Sellers can request quotes & can check the real-time market price of their cars. Services include insurance, finance, used car inspection & more.",Argentina,sales@checkars.com,+54-1132201801,"Juan Cruz de la Rua; Co-Founder & COO; https://linkedin.com/in/juancruzdelarua; Ex- OLX Autos, Google. Industrial Engineer ITBA
Jaime Macaya; Co-Founder & CEO; jaime@checkars.com; https://linkedin.com/in/jaime-macaya-65650012; Ex- OLX Autos, Monitor Deloitte. Columbia University MBA",jaime@checkars.com,"https://linkedin.com/in/juancruzdelarua
https://linkedin.com/in/jaime-macaya-65650012",,,,No,,,,,,,,,,,No,,,,,,,https://www.checkars.com,301,"ene. 31, 2021",https://linkedin.com/company/checkars/about,https://twitter.com/checkarsar,https://facebook.com/checkarsar,http://blog.checkars.com,https://tracxn.com/companies/F-fydY7-mUreIpYFBjcQCNDeF4AsHBRDOLLQqWmTo5w/checkars.com,"may. 14, 2020",,,,,,,,,51.08,,,"Tech
Consumer","Enterprise
Marketplace
SaaS
Software
Tech Hardware
Social Impact
Artificial Intelligence
Blockchain","Innovative
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit",0
1170,Xendity,xendity.com,Secure authentication solutions provider,,2017,Singapore,Singapore,Singapore,Yes,,NA,,,Acquired,,Yes,greenpacket.com,"jun. 16, 2020",2020,"10,000,000",Business Acquisition,No,3,"jun. 22, 2020",,,,Enterprise Infrastructure,Cybersecurity,Cybersecurity > IAM > Biometrics > Physiological,,,"Xendity is a secure authentication solutions provider. The product offers secure identification solutions by detecting face motions, etc. It also offers ant money laundering(AML) and counter financing terrorism (CFT) screening. The features of the product include face recognition, document scanning, etc.",Singapore,hello@xendity.com,+65-81146709,Vincent Wong Horng Yeun; Founder & CTO; vincent@xendity.com; https://linkedin.com/in/vincent-wonghy; Asia Pacific University of Technology and Innovation,vincent@xendity.com,https://linkedin.com/in/vincent-wonghy,,,,No,,,,,,,,,,,No,,,,,,,https://www.xendity.com,200,"ene. 30, 2021",https://linkedin.com/company/xendity/about,,,,https://tracxn.com/companies/TZ2CQqnk15rvfFHWSVBvuO7pEJX1NJB7fPP699wtdOQ/xendity.com,"jun. 17, 2020",,,,,,,,,14.61,,,"Tech
Enterprise
Software","Consumer
Marketplace
SaaS
Tech Hardware
Social Impact
Artificial Intelligence
Blockchain","Innovative
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit",0
347,Wellteq,wellteq.co,Virtual team activity challenge for workplaces.,,2013,Singapore,Singapore,Singapore,Yes,"1,559,754",9/18/2017,$960K,"959,754",Acquired,1058,Yes,,"ago. 11, 2020",2020,"9,508,370",Business Acquisition,No,3,"ene. 27, 2021",,,,"Enterprise Applications
HealthTech
Accelerator Batches","HRTech
Employee Health IT
Plug and Play Tech Center Batches","HRTech > Benefits Administration > Employee Wellness
Employee Health IT > Tech Enabled Services > Physical Fitness
Plug and Play Tech Center Batches > Singapore > Singapore Fintech/InsureTech Batch 2","Peak Asset Management
Startup Creasphere
808 Ventures
Plug and Play APAC",,"Wellteq (fka Globetrekker) is a workplace team activity challenge mobile app based on virtual trekking. It uses gamification to encourage fitness among employees by offering eight week trekking experience into exotic locations. An employee can select a destination, create a team encouraging team building,  sync activity, sleep and  nutrition scores via Bluetooth tracking device; and get achievement badge rewards. It has partnered with one of the world’s most cutting edge technology companies to disrupt how health and team challenges are delivered.",Singapore,"support@globetrekkerchallenge.com
questions@wellteq.co",,"Jeames Gillett; COO; jeames@wellteq.co; https://linkedin.com/in/jeames-gillett-90a98319
Scott Montgomery; Co-Founder & CEO; scott@wellteq.co; http://linkedin.com/in/scott-montgomery-30838418; Ex-Onsite Health Solutions, Accident Compensation Commission, University of Otago BPhEd 2003","jeames@wellteq.co
jg@wellteq.co
scott@wellteq.co
scott@globetrekkerchallenge.com","https://linkedin.com/in/jeames-gillett-90a98319
http://linkedin.com/in/scott-montgomery-30838418",,"295,046","dic. 31, 2018",No,,,,,,,,,,,No,,,,,,,https://www.wellteq.co,200,"ene. 29, 2021",https://linkedin.com/company/wellteq,http://twitter.com/globetrekkerhq,,http://wellteq.co/blog,https://tracxn.com/companies/bSLuiqjW1KVLnbtljvctvnNI6euRknAiYf-fW6_eJ84/wellteq.co,"dic. 06, 2019","-819,017","dic. 31, 2018",,,,,,,39.56,,,"Tech
Enterprise","Consumer
Marketplace
SaaS","Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
111,FoodFox,foodfox.ru,Online food delivery platform in Moscow,,2015,Moscow,Moscow,Russia,Yes,"6,000,000",6/20/2017,$5M,"5,000,000",Acquired,161,Yes,taxi.yandex.com,"nov. 28, 2017",2017,"8,400,000",Business Acquisition,No,4,"jun. 21, 2020",,,,"Consumer
Logistics Tech
Food Tech","Logistics Tech
Food Tech","Logistics Tech > Parcel > Hyperlocal Delivery > B2C > Food
Food Tech > Food Discovery and Ordering > Restaurant Aggregator > Platform Delivered",Target Global,,"FoodFox is an online platform where a user can search for restaurants nearby its location. One can book order from the listed restaurant and pay online. The order is delivered by Foodfox. It charges a delivery fee only if the order is below a certain amount. Claims to deliver within 45 mins.  It has partnered with 150 restaurants in Moscow. Some of the partnered restaurants are Coffeemania, Voronezh, Zodiac, Fresh, Mushrooms, Prime, Torro Grill, Upside down cake, Correas, etc.",Russia,love@foodfox.ru,+7-4951202507,"Sergey Polissar; Co-Founder & MD; http://linkedin.com/in/sergey-polissar-03136b2; Former VP lamoda.ru, Consultant BCG, Alumunus of London Business School
Maxim Firsov; Co-Founder & MD; maxim.firsov@foodfox.ru; http://linkedin.com/in/maxim-firsov-6a412817; Former Project Leader at Lamoda.ru",maxim.firsov@foodfox.ru,"http://linkedin.com/in/sergey-polissar-03136b2
http://linkedin.com/in/maxim-firsov-6a412817",,,,No,,,,,,,,,,,No,,,,,,,https://www.foodfox.ru,301,"ene. 20, 2021",http://linkedin.com/company/10505977,http://twitter.com/foodfox,http://facebook.com/foodfox.ru,,https://tracxn.com/companies/wGBZ2iyRH6mJi2_AjLw-h0KBMy0O6fpg3mQnSeD5LFI/foodfox.ru,"sep. 14, 2017",,,,,,,,,51.97,,,"Tech
Consumer
Marketplace","Enterprise
SaaS","Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
327,Dot Property,dotpropertygroup.com,Parent company of online listing portal in South East Asia,,2012,Bangkok,Bangkok,Thailand,Yes,,NA,,,Acquired,,Yes,mitulagroup.com,"sep. 05, 2016",2016,"8,326,010",Business Acquisition,No,2,"nov. 05, 2019",,,,,,,CAV Investment Group,,"Dot Property Group is a parent company that operates an online listing portal for countries in South East Asia. The company has its presence in Thailand, Philippines, Vietnam, Indonesia, Cambodia, Laos, Myanmar, and Malaysia. A user can buy, sell and rent residential and commercial properties using the portal.",Thailand,info@dotpropertygroup.com,,"Andrew Davis; CEO; andrew@dotpropertygroup.com; http://linkedin.com/in/andrewdavis8; Ex Travel Daily Media, IQPC,  UDS ADMedia. NCKU 2010",andrew@dotpropertygroup.com,http://linkedin.com/in/andrewdavis8,,,,No,,,,hipflat.com,,,,,,,No,,,,,,,https://dotpropertygroup.com/,200,"ene. 20, 2021",http://linkedin.com/company/899864,http://twitter.com/dotpropertyltd,http://facebook.com/dotproperty,,https://tracxn.com/companies/v7_zzgRC_FzKHOXH95O8lo_sXDymkoQm8F4tFlxKJ1Q/dotpropertygroup.com,"mar. 27, 2017",,,,,,,,,40.31,,,"Tech
Consumer","Enterprise
Marketplace
SaaS","Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
884,Kanepi,kanepi.com,Information System for the mining industry,,2014,Singapore,Singapore,Singapore,No,,NA,,,Acquired,,Yes,mcloudcorp.com,"jun. 25, 2020",2020,"8,286,720",Business Acquisition,No,3,"jul. 25, 2019",,,,"Enterprise Applications
Mining",Mining Tech,Mining Tech > Operations > IT > Data Analytics,,,"Kanopi is a provider of information system for the mining industry. The product portfolio includes Asset Collaboration, Visualisation, Operation Production Reporting, Management of Change, Permit to Work, and others. Along with custom solutions, the company also provides advisory services to its clients.",Singapore,support@kanepi.com,+65-94380704,"Tim Haywood; Co-Founder & Managing Director; tim.haywood@kanepi.com; http://linkedin.com/in/tim-haywood-8149a66; ex-Apache, ISS Group Singapore, Shell Petroleum Development Company Nigeria, Industrial Software Solutions. Karratha College 1993",tim.haywood@kanepi.com,http://linkedin.com/in/tim-haywood-8149a66,,,,No,,,,,,,,,,,No,,,,,,,https://www.kanepi.com,200,"ene. 23, 2021",,,,,https://tracxn.com/companies/TPe1LBYGyIJPHzCG0rjj5lJ1Yz_BdPmJm-7TUQeLN1k/kanepi.com,"jul. 06, 2017",,,,,,,,,21.90,,,"Enterprise
Tech
Software","Consumer
Marketplace
SaaS
Tech Hardware
Social Impact
Artificial Intelligence
Blockchain","Innovative
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit",0
851,Angsana Molecular and Diagnostics,angsanadx.com,"Provider of genomic assay for oncology, immunology and pharmacogenomics",,2014,Singapore,Singapore,Singapore,No,,NA,,,Acquired,,Yes,parkwaypantai.com,"jul. 31, 2017",2017,"6,850,000",Business Acquisition,No,3,"jun. 21, 2020",,,,"Life Sciences
Life Sciences","Clinical Genomics
Genomics","Clinical Genomics > Sequencing Based > Precision Medicine
Genomics > Applied Genomics > Clinical Genomics > Diagnostics > Sequencing-based > Precision Medicine",,,"Angsana Molecular and Diagnostics Laboratory provides genomic testing based personalized medicine. It offers tests, assay, and technology by combining molecular and genetic profiling to target innate immunity and provide prescribe medicine for the individual. It offers tests for oncology, fetal and mother test before and after birth, allergy testing, and pharmacogenetics. They offer tests following the Sanger sequencing and provide information to clinician and patient both for deciding the treatment and medicine. It is certified by CAP.",Singapore,info@angsanadx.com,+65-68739959,"Chris Tan; Founder & CEO; http://linkedin.com/in/chris-tan-ph-d-6b55542; ex-Thermo Fisher Scientific, Agilent Technologies, Affymetrix, Parkway Group Healthcare. National University of Singapore BSc, University of Newcastle-upon-Tyne PhD 1999",,http://linkedin.com/in/chris-tan-ph-d-6b55542,http://www.linkedin.com/vsearch/p?f_CC=6439383,,,No,,,,,,,,,,,No,,,,,,,http://www.angsanadx.com,200,"ene. 18, 2021",http://linkedin.com/company/angsana-molecular-&-diagnostics-pte-ltd,,,,https://tracxn.com/companies/TOBgcXMVewir34iBt24M3HfdyKdgFB17XYTNbzi6UIQ/angsanadx.com,"nov. 26, 2018",,,,,,,,,22.99,,,"Consumer
Enterprise","Tech
Marketplace
SaaS
Tech Hardware
Software
Social Impact
Artificial Intelligence","Innovative
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
1274,Espay,espay.id,Multi-channel payment gateway service provider.,,2014,Tangerang,Banten,Indonesia,No,,NA,,,Acquired,,Yes,emtek.co.id,"ene. 01, 2017",2017,"6,700,000",Business Acquisition,No,,,,,,FinTech,Payments,Payments > Business Payments > Diversified,,,"Espay offers multi-channel payment gateway services. Payment channels include credit cards, mobile banking, net banking, ATM, debit card, EIPP and e-money. The service is offered as plugins for key e-commerce platforms such as Magneto, Prestashop, Woocommerce and Opencart and also as API for any e-commerce platform. The pricing is based on number of transactions and per transaction cost reduces with usage.",Indonesia,vip@espay.id,+62-2130052770,"Joshua Dharmawan; CEO & Director; joshua@sgo.co.id; http://linkedin.com/in/joshua-dharmawan-57b03036; Director Square Gate One, ex- APL. UPH 2000",joshua@sgo.co.id,http://linkedin.com/in/joshua-dharmawan-57b03036,,,,No,,,,,,,,,,,No,,,,,,,https://espay.id/en/landing-2/,200,"ene. 20, 2021",,http://twitter.com/espayeasy,http://facebook.com/espayeasy,,https://tracxn.com/companies/pTs6IqEK0aINMeUoT1aRJN-sZOUVvOyDH6AdTaWGoUI/espay.id,"oct. 19, 2016",,,,,,,,,12.32,,,"Enterprise
Tech","Consumer
Marketplace
SaaS","Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
