company_permalink,company_name,company_category_list,company_country_code,company_state_code,company_region,company_city,funding_round_permalink,funding_round_type,funding_round_code,funded_at,raised_amount_usd
/organization/360cities,360Cities,Curated Web|Maps|Photography|Virtual Worlds,CZE,52,Prague,Prague,/funding-round/1c8f041c3a7d7cc505ab7c737172ecba,angel,,2007-12-01,
/organization/360commerce,360Commerce,Information Technology|Retail|Software,USA,TX,Austin,Austin,/funding-round/032f716179ad6f6a90559f2e6677cb0b,venture,B,2001-01-01,3000000
/organization/360commerce,360Commerce,Information Technology|Retail|Software,USA,TX,Austin,Austin,/funding-round/1c51042e815e96ed2653ae9ced99dfc4,venture,C,2003-10-29,12000000
/organization/360fly-inc,"360fly, Inc.",Consumer Electronics|Software,USA,PA,Pittsburgh,Pittsburgh,/funding-round/a95ea3795bc26fd459a4e5a5d01fef31,venture,B,2014-08-11,17800000
/organization/360guanxi,360Guanxi,Biotechnology|Life Sciences|Media|News|Pharmaceuticals,CHN,23,Shanghai,Shanghai,/funding-round/15f5122e3e90ad7e86f8b4433bb1b8ee,venture,,2009-06-01,5000000
/organization/360imaging,360imaging,Biotechnology|Dental,USA,GA,Atlanta,Atlanta,/funding-round/377bc55dd81d65b0c8ee9a903b63e6b4,venture,A,2013-01-01,500000
/organization/360imaging,360imaging,Biotechnology|Dental,USA,GA,Atlanta,Atlanta,/funding-round/e20a4aa42361d9a4eb0d84f50dcc79bc,venture,A,2011-11-01,500000
/organization/360incentives-com,360incentives.com,Software,CAN,ON,Toronto,Whitby,/funding-round/8712b14c58f7066491d136673931ed3e,venture,,2013-01-15,7650000
/organization/360learning,360Learning,Communities|Corporate Training|Education,FRA,A8,Paris,Paris,/funding-round/dfd69e7f2e9f9f01e1b42dbfd5929ba7,seed,,2013-09-30,1543920
/organization/360quan,360Quan,Internet|Social Media|Social Network Media,,,,,/funding-round/67f5b12f4676395df03f32378bcfebae,venture,B,2007-12-05,10000000
/organization/360quan,360Quan,Internet|Social Media|Social Network Media,,,,,/funding-round/97d556581f9645328053142de8fa394d,venture,C,2008-07-01,8000000
/organization/360quan,360Quan,Internet|Social Media|Social Network Media,,,,,/funding-round/e44a57bae2788e5ac86c81f9e6d2b256,venture,A,2006-02-08,5000000
/organization/360shop,360SHOP,Enterprise Software,CHN,,,,/funding-round/95cd63feb7c2a767abb5f2cfd1ff15c2,venture,A,2013-03-01,1623640
/organization/360t,360T,Finance|FinTech,DEU,5,Frankfurt,Frankfurt,/funding-round/7de73dcbf958c303fa97f04cd8101dfe,undisclosed,,2012-02-16,
/organization/365-data-centers,365 Data Centers,Data Centers|Information Technology|Internet|Services,USA,CA,SF Bay Area,Emeryville,/funding-round/a3292a7fa711aea10fcaa3f86c20fcce,venture,B,2014-09-10,16000000
/organization/365-docobites,365 docobites,Entertainment,AUS,2,Sydney,Sydney,/funding-round/531f58d2e5eabcb384bd9a86c84e791b,undisclosed,,2014-03-31,
/organization/365-good-teacher,365 Good Teacher,Finance,,,,,/funding-round/e09ad2a558a0fa502a45ae5986297f0d,undisclosed,,2014-04-01,
/organization/365-retail-markets,365 Retail Markets,Point of Sale|SaaS|Software,USA,MI,Detroit,Troy,/funding-round/08f9c22db9df0d8456ecb0a254584d1a,venture,,2015-05-29,
/organization/365-retail-markets,365 Retail Markets,Point of Sale|SaaS|Software,USA,MI,Detroit,Troy,/funding-round/a14ef6da0bb77a934cf462a0ae8265a3,debt_financing,,2013-04-01,
/organization/365-retail-markets,365 Retail Markets,Point of Sale|SaaS|Software,USA,MI,Detroit,Troy,/funding-round/efbe2c9d0d4c4f3a9c22b416b3d805ac,venture,A,2013-12-31,
/organization/365looks,365looks,Artificial Intelligence|Fashion|Technology,ESP,,,,/funding-round/08ed4ba2857815f69639a6e746bdde1b,grant,,2012-07-01,252692
/organization/365looks,365looks,Artificial Intelligence|Fashion|Technology,ESP,,,,/funding-round/0bc1a894919d0a5a6ef7aa9b9aafa1ff,grant,,2012-09-01,125557
/organization/365looks,365looks,Artificial Intelligence|Fashion|Technology,ESP,,,,/funding-round/465afffbce6402a3fc84b9ffa438dfca,seed,,2011-12-01,54096
/organization/365looks,365looks,Artificial Intelligence|Fashion|Technology,ESP,,,,/funding-round/a29f43953e0de667fce887435a2c71fc,venture,,2012-07-01,176884
/organization/365scores,365Scores,Android|Apps|iPhone|Mobile|Sports,GBR,H9,London,London,/funding-round/48212f931f542fdef78810bc87aef086,venture,B,2014-09-29,5500000
/organization/365scores,365Scores,Android|Apps|iPhone|Mobile|Sports,GBR,H9,London,London,/funding-round/493f78ea0ca33cfac48a57b2351b154b,venture,A,2013-01-28,1200000
/organization/365webcall,365webcall,Enterprises|Enterprise Software,CHN,2,Hangzhou,Hangzhou,/funding-round/4b6285d8e3c3c5732912c146cbf40fc9,venture,A,2004-03-01,
/organization/36kr,36Kr,Blogging Platforms|Internet|Public Relations|Social Media|Startups,CHN,22,Beijing,Beijing,/funding-round/5cb773d6450904c837e83c07d0192796,venture,A,2012-07-01,1573976
/organization/36kr,36Kr,Blogging Platforms|Internet|Public Relations|Social Media|Startups,CHN,22,Beijing,Beijing,/funding-round/9282dbf72ef2cc932556e99888916f2f,angel,,2011-04-01,
/organization/36kr,36Kr,Blogging Platforms|Internet|Public Relations|Social Media|Startups,CHN,22,Beijing,Beijing,/funding-round/e27661055554c1ca2741c507c87f4f3e,venture,D,2015-10-15,
/organization/37coins,37coins,Bitcoin,USA,CA,SF Bay Area,Sunnyvale,/funding-round/35788ff148fef945556f8d4ad10ff9b7,seed,,2014-06-01,500000
/organization/37coins,37coins,Bitcoin,USA,CA,SF Bay Area,Sunnyvale,/funding-round/3fdf687b7f1c8db8d077566447c767db,seed,,2014-03-15,25000
/organization/37mhealth,37mhealth,Mobile,CHN,,,,/funding-round/96656fad274dc5522001520407f9d369,angel,,2014-03-01,1629549
/organization/37signals,Basecamp,Project Management|SaaS|Social Media|Software,USA,IL,Chicago,Chicago,/funding-round/b6ded1ab574a168a3228ccdc186d7a69,venture,A,2006-07-01,
/organization/38-zeros,38 Zeros,Software,USA,OR,"Portland, Oregon",Portland,/funding-round/d59b46682e47e89673c218a36f290b81,venture,,2015-03-11,800000
/organization/382-communications,382 Communications,Mobile,USA,MA,Boston,Quincy,/funding-round/e75973421d58928bc60dc9a8b1dc9427,debt_financing,,2012-01-13,1600000
/organization/39-health,39 Health,Health and Wellness,CHN,30,Guangzhou,Guangzhou,/funding-round/3a01b12fea47d3794d635f75b74bcfee,venture,,2006-03-01,3750000
/organization/39-health,39 Health,Health and Wellness,CHN,30,Guangzhou,Guangzhou,/funding-round/de478e7e431fefeb44d238dfaaf00185,undisclosed,,2007-03-01,
/organization/3baysover,3BaysOver,Networking|Online Travel|Travel,CHE,7,Geneva,Geneva,/funding-round/8321dcb6834cf9ee6aaac4834907d015,seed,,2011-08-01,375000
/organization/3baysover,3BaysOver,Networking|Online Travel|Travel,CHE,7,Geneva,Geneva,/funding-round/ad097d5b08dfaf9b9e70d2c8036fd11b,angel,,2014-07-10,1344583
/organization/3c-interactive,3Cinteractive,Business Services|Marketing Automation|Mobile,USA,FL,Palm Beaches,Boca Raton,/funding-round/081d188332f791efaf21d5f24e3cb91e,debt_financing,,2011-03-01,6000000
/organization/3c-plus,3C Plus,Cloud Computing|Communications Hardware|Contact Centers|Customer Service|Internet|Software|VoIP|Web Development,BRA,18,Curitiba,Curitiba,/funding-round/e8e5e121d4844d90993cc6a46de297fd,seed,,2013-01-10,75000
/organization/3ci,3CI,Biotechnology,ITA,6,Bolzano,Bolzano,/funding-round/809d1f79a9efdce0672fda1f5acf9f45,grant,,2011-01-01,133620
/organization/3claps-the-fastest-baby-fashion,3Claps,Babies|Big Data Analytics|E-Commerce|Fashion|Kids,USA,NY,New York City,New York,/funding-round/5e4688f8245237e3e2c12bdf20aec85d,angel,,2015-07-01,35000
/organization/3clickemr-corporation,3ClickEMR Corporation,Consumer Electronics|Electronic Health Records|Health Care|iPad|Software,USA,MA,Boston,West Roxbury,/funding-round/34dc67067884dfc0623f0e6d7b61ea03,seed,,2010-06-23,250000
/organization/3clickemr-corporation,3ClickEMR Corporation,Consumer Electronics|Electronic Health Records|Health Care|iPad|Software,USA,MA,Boston,West Roxbury,/funding-round/90c5205ca6394073c12a4d4c314c9197,angel,,2011-06-01,250000
/organization/3clogic,3CLogic,Customer Service|Sales and Marketing|Software|Telephony,USA,MD,"Washington, D.C.",Rockville,/funding-round/736e3a37cbf3ba0a261f2211b909fd6f,convertible_note,,2013-01-14,1540000
/organization/3clogic,3CLogic,Customer Service|Sales and Marketing|Software|Telephony,USA,MD,"Washington, D.C.",Rockville,/funding-round/9a15d3f79b006fa14c7c379c5f3cf781,venture,,2014-12-18,2222190
/organization/3clogic,3CLogic,Customer Service|Sales and Marketing|Software|Telephony,USA,MD,"Washington, D.C.",Rockville,/funding-round/d98db484b783695187e81e1208871249,venture,B,2014-03-04,4200000
/organization/3clogic,3CLogic,Customer Service|Sales and Marketing|Software|Telephony,USA,MD,"Washington, D.C.",Rockville,/funding-round/ebec8536817c7249c8ee3ddeedb446fd,venture,,2015-07-07,1349000
/organization/3crowd-technologies,XDN/3Crowd Technologies,Enterprise Software,USA,CA,SF Bay Area,San Mateo,/funding-round/3e9ba3f5335289df1fec949b03476dcf,undisclosed,,2009-12-22,
/organization/3crowd-technologies,XDN/3Crowd Technologies,Enterprise Software,USA,CA,SF Bay Area,San Mateo,/funding-round/7e23cf22ef559e7661b14b6a3edf6ea3,venture,A,2010-04-13,6620000
/organization/3crowd-technologies,XDN/3Crowd Technologies,Enterprise Software,USA,CA,SF Bay Area,San Mateo,/funding-round/89b2522af396c016c6a5fc148ef7294f,venture,,2012-07-01,669000
/organization/3d-4u,3D-4U,3D|3D Technology|Events,USA,WA,WA - Other,Pullman,/funding-round/9c19884ec6bdaa0cf22d778bd036e903,debt_financing,,2014-10-14,750000
/organization/3d-biomatrix,3D Biomatrix,Biotechnology,USA,MI,Detroit,Ann Arbor,/funding-round/538774108667e3020f0a52a05873b8c1,seed,,2013-02-05,1465000
/organization/3d-biomatrix,3D Biomatrix,Biotechnology,USA,MI,Detroit,Ann Arbor,/funding-round/c0e578a5907ed78c3bdefbad4c12169e,venture,,2009-10-05,
/organization/3d-by-flow,3D By Flow,Services,NLD,5,NLD - Other,Maastricht,/funding-round/6a2a99301e3a10b14cf7eabdd4452eb6,seed,,2015-06-30,16674
/organization/3d-control-systems,3DPrinterOS,3D|3D Printing|3D Technology|CAD|Enterprise Software|Industrial Automation|Software,USA,CA,SF Bay Area,San Francisco,/funding-round/e0d907b363eab798decb1ba235a0c8ac,seed,,2013-11-10,
/organization/3d-data,3D Data,3D Technology|Sensors,USA,MA,Boston,Quincy,/funding-round/088e6aeea4e579ab730334a4ac078615,venture,,2015-02-19,250000
/organization/3d-data,3D Data,3D Technology|Sensors,USA,MA,Boston,Quincy,/funding-round/8563e80927127201030560e1cfe7e70e,debt_financing,,2014-06-02,250000
/organization/3d-eye-solutions,3D Eye Solutions,3D|3D Technology|Digital Signage,USA,FL,Orlando,Longwood,/funding-round/1dba01ed899110c0bbf5cbb8be2ec2b0,venture,,2008-08-11,170000
/organization/3d-eye-solutions,3D Eye Solutions,3D|3D Technology|Digital Signage,USA,FL,Orlando,Longwood,/funding-round/e8dc1a84754ccd42fe3147447ce1cbb9,venture,,2010-04-06,210000
/organization/3d-forms,3D Forms,,,,,,/funding-round/8c5b6e23472d2b157cf764ba926006a0,undisclosed,,2013-09-16,
/organization/3d-future-vision-ii,3D FUTURE VISION II,Games,USA,FL,Orlando,Longwood,/funding-round/79eadc501dcd0761bcac230794346941,venture,,2013-03-21,124000
/organization/3d-future-vision-ii,3D FUTURE VISION II,Games,USA,FL,Orlando,Longwood,/funding-round/85439241cb273374d2c5cc2d0d74889f,venture,,2011-06-22,379000
/organization/3d-heights,3D HEIGHTS,Photography|Video,USA,NY,New York City,New York,/funding-round/6080148f3e4faf30a9c3c85f0bcda099,debt_financing,,2015-01-14,350000
/organization/3d-hubs,3D Hubs,3D Printing|Collaborative Consumption|Local|Marketplaces,NLD,7,Amsterdam,Amsterdam,/funding-round/ed71b6ed2af2d90fb61aa7b210b3b90a,venture,A,2014-09-02,4500000
/organization/3d-hubs,3D Hubs,3D Printing|Collaborative Consumption|Local|Marketplaces,NLD,7,Amsterdam,Amsterdam,/funding-round/fdab9b38225c88bd0fd24b7496d00600,seed,,2013-08-27,
/organization/3d-industri-es,3D Industri.es,3D|Curated Web|Manufacturing|Search|Supply Chain Management|Visualization,GBR,H9,London,London,/funding-round/12b97a44d964d8f541e034208e34633e,seed,,2012-03-01,350000
/organization/3d-industri-es,3D Industri.es,3D|Curated Web|Manufacturing|Search|Supply Chain Management|Visualization,GBR,H9,London,London,/funding-round/d79bd2f237f9e56334e7d8e77bf5e1f6,angel,,2013-03-01,850000
/organization/3d-intelligent-pathological-medical-image-solutions,3D Intelligent Pathological Medical Image Solutions,Alumni,,,,,/funding-round/87be189f5ac17542359693e5c0955312,seed,,2015-08-01,12500
/organization/3d-operations-inc,"3D Operations, Inc.",3D Printing|Health and Wellness|Health Care,USA,TN,Chattanooga,Chattanooga,/funding-round/270261adfe61366050f7deeb3960014f,seed,,2014-05-15,7500
/organization/3d-product-imaging,3D Product Imaging,3D|3D Technology|E-Commerce|Internet|Online Shopping,USA,WA,Seattle,Seattle,/funding-round/156a827450c9f7a149654d2b6c912bd2,seed,,2014-01-01,35000
/organization/3d-product-imaging,3D Product Imaging,3D|3D Technology|E-Commerce|Internet|Online Shopping,USA,WA,Seattle,Seattle,/funding-round/50242b5ebb3c5ac80f811a5fa1faf1bd,convertible_note,,2014-05-15,205000
/organization/3d-robotics,3D Robotics,Drones|Manufacturing,USA,CA,San Diego,San Diego,/funding-round/2785595770e91ab8fd4854ef125ec563,venture,A,2012-11-05,5000000
/organization/3d-robotics,3D Robotics,Drones|Manufacturing,USA,CA,San Diego,San Diego,/funding-round/7ca0d4dc119b6d65eebfb352c3544542,venture,C,2015-04-23,14000000
/organization/3d-robotics,3D Robotics,Drones|Manufacturing,USA,CA,San Diego,San Diego,/funding-round/d6221c11246b0a536ee2cadd9fcf54d3,venture,B,2013-09-12,30000000
/organization/3d-robotics,3D Robotics,Drones|Manufacturing,USA,CA,San Diego,San Diego,/funding-round/ff3c1d1ae1c3486d775095b093d99b58,venture,C,2015-02-25,50000000
/organization/3d-simo-2,3D simo,,,,,,/funding-round/4b62e1c7b8e61252af4fe6ca86109f7f,seed,,2014-12-01,
/organization/3d-sound-labs,3D Sound Labs,Hardware + Software,FRA,A2,FRA - Other,Cesson-sévigné,/funding-round/fe24606fcb9b82c92f934322bba33d70,venture,,2015-03-12,1168005
/organization/3d-sports-technology,3D Sports Technology,Software,USA,MN,Minneapolis,Minneapolis,/funding-round/8edeef5a343fd5fa6bd47dc317d92354,venture,,2011-01-21,505000
/organization/3d-sports-technology,3D Sports Technology,Software,USA,MN,Minneapolis,Minneapolis,/funding-round/ac7a75f6b8b83d48056ecdf8efb0e872,venture,,2012-06-07,110000
/organization/3d-sports-technology,3D Sports Technology,Software,USA,MN,Minneapolis,Minneapolis,/funding-round/e4cc7f5519c4556d7ee84c1b14d3a3ae,venture,,2013-07-25,294940
/organization/3d-systems,3D Systems,Software,USA,SC,SC - Other,Rock Hill,/funding-round/bdafdb1b27266967e857f9b2cd15cfa6,post_ipo_debt,,2014-10-13,150000000
/organization/3d-systems,3D Systems,Software,USA,SC,SC - Other,Rock Hill,/funding-round/fa1d366d6517e4ca57a61dffce914067,venture,,2014-04-16,17500000
/organization/3d-systems,3D Systems,Software,USA,SC,SC - Other,Rock Hill,/funding-round/ff59863dede2d46252944e4710b85f99,venture,,2014-01-15,2000000
/organization/3d-vision-systems,3d Vision Systems,Hardware + Software,USA,MI,Detroit,Ann Arbor,/funding-round/6dd918c893f89b3656f6ab9cbb7286bd,venture,,2012-12-03,150000
/organization/3d4medical-com,3D4Medical.com,Health Care,IRL,7,Dublin,Dublin,/funding-round/53ac48c35764ca19edb29875845883cc,venture,,2015-07-07,16399999
/organization/3dbin,3DBin,E-Commerce,USA,CA,SF Bay Area,Redwood City,/funding-round/ac70bf86a7d3c275980ae4596d97facd,venture,,2014-10-12,400000
/organization/3dc,3DC,Technology,BGR,42,Sofia,Sofia,/funding-round/41839d6960ea639a03fa66f22d825924,venture,,2009-01-01,
/organization/3dcart-shopping-cart-software,3dCart Shopping Cart Software,E-Commerce,USA,FL,Ft. Lauderdale,Lauderhill,/funding-round/6dab0d6ab58e09dc24319730e8ca8c2b,angel,,2010-01-01,1250000
/organization/3dduo,3DDUO,Business Services|Video Games,FRA,B4,FRA - Other,Tourcoing,/funding-round/c4341447789f92c6e1f317d87667954c,angel,,2009-06-12,701760
/organization/3derm-systems,3Derm Systems,3D|Medical|Physicians,USA,CT,Hartford,New Haven,/funding-round/7326c512ede40425b1723f8712993c6f,debt_financing,,2015-07-23,1155000
/organization/3derm-systems,3Derm Systems,3D|Medical|Physicians,USA,CT,Hartford,New Haven,/funding-round/7afa388fda9f1a82a15e40fd87c4a6e3,seed,,2013-04-02,
/organization/3derm-systems,3Derm Systems,3D|Medical|Physicians,USA,CT,Hartford,New Haven,/funding-round/8a42106d2ef3e2a37ded103beeb012e9,grant,,2013-10-29,50000
/organization/3derm-systems,3Derm Systems,3D|Medical|Physicians,USA,CT,Hartford,New Haven,/funding-round/be86f90f81d370bc77642ea3f3fd50a7,venture,,2014-12-22,675000
/organization/3diligent,3Diligent,3D Printing|Manufacturing,USA,CA,Los Angeles,El Segundo,/funding-round/2ba6ad3fc15e6a2f91c8071238f19ee4,angel,,2014-08-01,250000
/organization/3diligent,3Diligent,3D Printing|Manufacturing,USA,CA,Los Angeles,El Segundo,/funding-round/c0f344ef536139b052c8f544105b0280,seed,,2015-03-15,900000
/organization/3dim,3dim,3D Technology|Human Computer Interaction|Sensors,SVN,61,Ljubljana,Ljubljana,/funding-round/3789f9aa274aaef8936832f30e829fe4,seed,,2013-10-30,50000
/organization/3discovered,3Discovered,Automotive,USA,IL,Chicago,Chicago,/funding-round/28a9145d5d84232e170663d70c8ae2bd,venture,A,2014-11-24,
/organization/3divaz-2,3DIVAZ,,,,,,/funding-round/2c236a01cf37f6d401b2f8b72684e0f7,seed,,2015-11-01,202250
/organization/3divaz-3,3DIVAZ,,CHE,1,CHE - Other,Wildegg,/funding-round/730a853fe91ece1519421c62dd71623a,seed,,2015-11-01,202250
/organization/3divi-company,3DiVi Company,3D|Computer Vision|Kinect|Robotics|Software,RUS,13,RUS - Other,Miass,/funding-round/3ccdd9d58fd3588118537170fde346b8,grant,,2012-10-01,800000
/organization/3divi-company,3DiVi Company,3D|Computer Vision|Kinect|Robotics|Software,RUS,13,RUS - Other,Miass,/funding-round/7210c966a3849016584fc8027ad3c584,seed,,2011-01-01,1870000
/organization/3dlt-com,3DLT,3D Printing|Retail|Technology,USA,KY,,,/funding-round/90394b2722b41717c3b8a794b5e65e84,debt_financing,,2014-08-22,530000
/organization/3dmena,3Dmena,3D Printing|3D Technology|Printing,JOR,16,Amman,Amman,/funding-round/eb090919a19045fd2aab50cace641ade,seed,,2014-01-01,30000
/organization/3dmgame,3DMGAME,Games|Video,,,,,/funding-round/04f3076d0345baa2d6e71b19805c9ffb,angel,,2010-05-01,732064
/organization/3dphotoworks,3DPhotoWorks,Printing,USA,NJ,Newark,Chatham,/funding-round/a4fed15bd8d5705e9d99c45e6ed4901a,product_crowdfunding,,2015-11-05,3000
/organization/3dphy-com,3DPhy.com,Creative|Digital Media,,,,,/funding-round/14d93d02f59780f0e68d1fc792e13ece,undisclosed,,2014-12-18,204952
/organization/3dplusme,3dplusme,3D Printing,USA,UT,Salt Lake City,Salt Lake City,/funding-round/5aff44106b0317c745708cd0a70a2921,seed,,2014-12-05,1800000
/organization/3dplusme,3dplusme,3D Printing,USA,UT,Salt Lake City,Salt Lake City,/funding-round/b09bf18e70c4ea6c99153f11257c6d56,venture,,2014-04-06,200000
/organization/3dplusme,3dplusme,3D Printing,USA,UT,Salt Lake City,Salt Lake City,/funding-round/c1bff5d53a22895dcc94a1b1d23a59e9,venture,,2015-08-24,2247128
/organization/3dprintus,3DPrintus,3D|3D Printing|Internet|Manufacturing,,,,,/funding-round/f0c522374ebda5d623750b014099221e,angel,,2014-01-15,220000
/organization/3dr-laboratories,3DR Laboratories,Biotechnology,USA,KY,Louisville,Louisville,/funding-round/55fb2721403ecf6c29637c831bb8a845,debt_financing,,2009-05-29,236500
/organization/3dr-laboratories,3DR Laboratories,Biotechnology,USA,KY,Louisville,Louisville,/funding-round/a59383c16e0c6b6ec964cee38da65e23,venture,,2012-08-23,7200000
/organization/3dshook-2,3DShook,3D Printing|Consumer Goods|E-Commerce,ISR,5,Tel Aviv,Tel Aviv,/funding-round/794efcc1b3e9bdce728c29c47eced526,undisclosed,,2014-01-01,
/organization/3dsoc,3DSoC,3D|Mobile,IND,19,Bangalore,Bangalore,/funding-round/bbedf1410fddeed341018583bbd0ca1e,venture,A,2007-12-01,1240000
/organization/3dsoc,3DSoC,3D|Mobile,IND,19,Bangalore,Bangalore,/funding-round/da8918e533a7caf0df0dc8d3f506c0f8,venture,B,2010-08-01,825000
/organization/3dt,3DT,Finance|Software|Venture Capital,USA,AZ,Phoenix,Scottsdale,/funding-round/15e9d46cb1aa8b89639f4334670b403d,equity_crowdfunding,,2014-08-22,140000
/organization/3dvista,3DVista,Curated Web,,,,,/funding-round/689a5e7f3cea9622f820996a11248b78,venture,,2008-06-03,475000
/organization/3floz-com,3FLOZ,Automated Kiosk|Brand Marketing|Custom Retail|Retail|Travel,USA,NY,New York City,New York,/funding-round/db1213a3ff5f9e74f756e4b5c6772f5a,venture,,2015-01-16,637500
/organization/3floz-com,3FLOZ,Automated Kiosk|Brand Marketing|Custom Retail|Retail|Travel,USA,NY,New York City,New York,/funding-round/fc958a05df33118f6e204bce0a1a667f,seed,,2013-08-16,750000
/organization/3funnel,3Funnel,Business Analytics|E-Commerce|Enterprise Software|Visualization,IRL,7,Dublin,Dublin,/funding-round/11b051cecb9483a856a58ef08cd82305,seed,,2013-02-01,
/organization/3g-multimedia,3G Multimedia,Android|B2B|Brand Marketing|iPhone|Mobile|Music|Video Streaming,HUN,5,Budapest,Budapest,/funding-round/045bb635625b8e0c5e88cb8bb45a939e,venture,A,2011-01-01,1700000
/organization/3g-multimedia,3G Multimedia,Android|B2B|Brand Marketing|iPhone|Mobile|Music|Video Streaming,HUN,5,Budapest,Budapest,/funding-round/183b3a80a5b40b53546fd102a51c4fc5,venture,A,2012-07-01,
/organization/3gear-systems,Nimble VR,Software,USA,CA,SF Bay Area,San Francisco,/funding-round/227b14ab43e8b9112aa9357d69662e5f,seed,,2012-03-30,349999
/organization/3gear-systems,Nimble VR,Software,USA,CA,SF Bay Area,San Francisco,/funding-round/92a852e0da2ddf2a41b89d7b1aaddb39,venture,,2014-04-02,1900000
/organization/3guppies,3Guppies,Music,USA,WA,Seattle,Seattle,/funding-round/98197b1f7eabb442aa8d1e3218f983ce,venture,A,2006-04-05,20000000
/organization/3gv8-international-inc,3GV8 International Inc,Mobile,CHN,22,Beijing,Beijing,/funding-round/9d5a437b4238cdb38f6a17b24b9759f4,undisclosed,,2007-02-01,
/organization/3gv8-international-inc,3GV8 International Inc,Mobile,CHN,22,Beijing,Beijing,/funding-round/eb6f3f8616acaa5e81065b8fc10e3331,venture,A,2006-03-01,746185
/organization/3i-systems,3i Systems,Semiconductors,CHN,5,Guangdong,Guangdong,/funding-round/470d9228d22c388c1d3ad0baeb0f07f4,venture,,2009-12-01,2208150
/organization/3i-systems,3i Systems,Semiconductors,CHN,5,Guangdong,Guangdong,/funding-round/67a1232361d7ff1465049907710a1751,venture,B,2007-08-20,6500000
/organization/3i-systems,3i Systems,Semiconductors,CHN,5,Guangdong,Guangdong,/funding-round/89994c98103d7ba3f49b11213a5399a2,venture,,2010-03-01,5000000
/organization/3is,3IS,,,,,,/funding-round/179eeed3ce63eaac13a1f548d7e1dd20,venture,,2008-05-02,
/organization/3jam,3Jam,Messaging|SMS,USA,CA,SF Bay Area,San Francisco,/funding-round/d0d0ce1c12d3c7b5528d18c96e294246,venture,A,2007-07-01,4000000
/organization/3keyit,3KeyIt,Software,USA,AR,Fayetteville,Fayetteville,/funding-round/81befd16b5e5116e32077d1be9620dfb,equity_crowdfunding,,2009-09-17,
/organization/3leaf,3Leaf,Web Hosting,USA,CA,SF Bay Area,Santa Clara,/funding-round/0e48609ebae6e22610f87915b311b748,venture,C,2008-09-22,35000000
/organization/3leaf,3Leaf,Web Hosting,USA,CA,SF Bay Area,Santa Clara,/funding-round/922e9e181fbd969dea0d5e47550c1ec8,venture,A,2005-01-01,10000000
/organization/3leaf,3Leaf,Web Hosting,USA,CA,SF Bay Area,Santa Clara,/funding-round/95cd9adf449255623435fc637a30bd75,venture,B,2007-04-30,20000000
/organization/3lm,3LM,Android|Enterprises|Mobile,,,,,/funding-round/98426f99da019ad100541481f7daea89,seed,,2010-07-01,1500000
/organization/3nder,3nder,iOS|Location Based Services|Mobile|Online Dating|Social Media,GBR,H9,London,London,/funding-round/6db48c373022fb64c9d5a39e7ddcc471,seed,,2014-05-09,
/organization/3nder,3nder,iOS|Location Based Services|Mobile|Online Dating|Social Media,GBR,H9,London,London,/funding-round/8740fe27023e07c0b57f89ddf4c50d7b,angel,,2015-10-18,500000
/organization/3p-biopharmaceuticals,3P Biopharmaceuticals,Biotechnology|Pharmaceuticals,ESP,32,,,/funding-round/8328c60ff4a5293346fec0d85618aa2c,venture,,2008-02-05,732000
/organization/3p-biopharmaceuticals,3P Biopharmaceuticals,Biotechnology|Pharmaceuticals,ESP,32,,,/funding-round/f7c5e1fb7cdc4b50072f5f517f3bc7d9,venture,,2007-06-29,4051500
/organization/3par,3PAR,Cloud Data Services|Services|Software,USA,CA,SF Bay Area,Fremont,/funding-round/117e8409532294df2eec79be944bfd7c,venture,C,2001-07-02,100000000
/organization/3par,3PAR,Cloud Data Services|Services|Software,USA,CA,SF Bay Area,Fremont,/funding-round/3dbe80508d63d9d4f464837a6d637299,venture,B,2000-05-01,16000000
/organization/3par,3PAR,Cloud Data Services|Services|Software,USA,CA,SF Bay Area,Fremont,/funding-round/752853f8e94205c1a3b6447b6fac0b3b,venture,D,2004-02-10,32000000
/organization/3pillar-global,3Pillar Global,Consulting|Software,USA,VA,"Washington, D.C.",Fairfax,/funding-round/38218727e6270794319fccc626078680,debt_financing,,2010-01-29,3400000
/organization/3pillar-global,3Pillar Global,Consulting|Software,USA,VA,"Washington, D.C.",Fairfax,/funding-round/5e3af748b15d27446e226604e4600531,venture,A,2013-06-06,12000000
/organization/3pillar-global,3Pillar Global,Consulting|Software,USA,VA,"Washington, D.C.",Fairfax,/funding-round/ac5989bed7cd5cecc48e9ead18fb8967,venture,,2010-04-21,520000
/organization/3pillar-global,3Pillar Global,Consulting|Software,USA,VA,"Washington, D.C.",Fairfax,/funding-round/faa9ac3cc0d859ccd890515fd9795b34,venture,,2011-06-09,10000000
/organization/3pl-central,3PL Central,,USA,CA,Los Angeles,Manhattan Beach,/funding-round/895e7a284b35bdf86103e52db8a630a6,venture,,2015-12-03,17500000
/organization/3play-media,3Play Media,Software,USA,MA,Boston,Cambridge,/funding-round/14adeeeb2e2fd6442e79e963fe4e1faf,venture,,2010-02-08,450000
/organization/3play-media,3Play Media,Software,USA,MA,Boston,Cambridge,/funding-round/1a970404bc1251554db8a0bd6d821893,seed,,2011-10-21,50000
/organization/3play-media,3Play Media,Software,USA,MA,Boston,Cambridge,/funding-round/48ec62ddc4d8bfd42b6efed483b6e70a,venture,,2011-06-21,511601
