permalink,name,homepage_url,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at
/organization/brigade,Brigade,http://www.brigade.com,Politics|Social Media|Social Network Media,9000000,operating,USA,CA,SF Bay Area,San Francisco,1,2014-04-14,2014-08-06,2014-08-06
/organization/brigade-corporation,Brigade Corporation,http://www.brigadesolutions.com/,Business Services|Customer Service|Outsourcing,50000000,closed,,,,,1,,2002-02-04,2002-02-04
/organization/brigates-microelectronics,Brigates Microelectronics,http://www.brigates.com/,Semiconductors,-,operating,,,,,1,,2011-05-01,2011-05-01
/organization/brigge-technologies,Brigge Technologies,http://www.brigge.co/,E-Commerce,-,operating,IND,25,Chennai,Chennai,1,2015-01-01,2015-09-29,2015-09-29
/organization/briggo,Briggo,http://briggo.com,Hospitality,10865285,operating,USA,TX,Austin,Austin,3,2011-01-01,2012-01-11,2015-01-27
/organization/bright,Bright,http://www.brightnetwork.co.uk,Recruiting|Social Media|Social Network Media,120000,operating,GBR,H9,London,London,1,2009-01-01,2014-12-01,2014-12-01
/organization/bright-3,BRIGHT,http://www.thinkbright.mx,Finance Technology|Residential Solar,4120000,operating,USA,CA,SF Bay Area,San Francisco,2,2014-04-09,2015-02-25,2015-08-04
/organization/bright-automotive,Bright Automotive,http://www.brightautomotive.com,Automotive|Cars,16192715,operating,USA,IN,Indianapolis,Anderson,1,,2009-04-17,2009-04-17
/organization/bright-beginnings-daycare-learning-center,Bright Beginnings Daycare,http://brightbeginningslearningcenteranddaycare.com/,Education,-,operating,USA,PA,PA - Other,Bernville,1,2012-05-01,2013-04-17,2013-04-17
/organization/bright-box,bright box,http://brightbox.ru/,Cars|Mobile,370000,closed,RUS,48,Moscow,Moscow,2,2012-06-01,2012-11-01,2013-08-01
/organization/bright-cellars,Bright Cellars,http://www.brightcellars.com,Wine And Spirits,2020000,operating,USA,MA,Boston,Cambridge,3,2014-01-01,2014-12-01,2015-08-18
/organization/bright-com,Bright.com,http://www.bright.com,Big Data|Curated Web|Recruiting,20000000,acquired,USA,CA,SF Bay Area,San Francisco,2,2011-02-20,2012-06-19,2013-09-18
/organization/bright-computing,Bright Computing,http://www.brightcomputing.com,Software,17000000,operating,USA,CA,SF Bay Area,San Jose,2,2009-10-01,2010-09-01,2014-07-28
/organization/bright-funds,Bright Funds,http://www.brightfunds.org,Consumer Internet|Financial Services|Nonprofits|Social Commerce,2950000,operating,USA,CA,SF Bay Area,San Francisco,3,2012-02-08,2013-02-11,2015-06-10
/organization/bright-md,Bright.md,http://bright.md/,Enterprise Software|Health Care Information Technology|Mobile Health|SaaS,4500000,operating,USA,OR,"Portland, Oregon",Portland,2,2014-01-01,2014-10-28,2015-04-23
/organization/bright-pattern,Bright Pattern,http://www.brightpattern.com,Contact Centers|Customer Service|Customer Support Tools|Enterprise Software,7000000,operating,USA,CA,SF Bay Area,San Bruno,3,2010-01-01,2010-10-01,2013-10-04
/organization/bright-power,Bright Power,http://www.brightpower.com/,Energy|Energy Management|Solar,6500000,operating,USA,NY,New York City,New York,2,2004-12-28,2013-05-31,2014-12-17
/organization/bright-sun,BrightSun,http://brightsungroup.com,Analytics|B2B|Big Data|Finance Technology|FinTech|Startups|Venture Capital,200000,operating,GBR,H9,London,London,1,2013-01-01,2014-01-13,2014-01-13
/organization/bright-things,Bright Things,http://www.brightthings.com/index.html,Games|Networking|Social Network Media,800000,operating,,,,,1,,2010-01-13,2010-01-13
/organization/bright-tiger-technologies,Bright Tiger Technologies,,Software,10400000,closed,,,,,2,,1997-01-01,1997-11-10
/organization/bright-view-technologies,Bright View Technologies,http://brightviewtechnologies.com,Hardware + Software,26500000,operating,USA,NC,Raleigh,Morrisville,3,2002-01-01,2006-01-01,2009-04-22
/organization/bright-willow,Bright Willow,,Medical,-,operating,USA,FL,Pensacola,Pensacola,1,2011-02-01,2014-07-01,2014-07-01
/organization/brightarch,BrightArch,http://www.brightarch.com,Enterprise Software,139764,operating,NOR,12,Oslo,Oslo,1,2010-01-01,2011-02-03,2011-02-03
/organization/brightblue,Brightblue,http://brightblue.biz,Enterprise Software,2309230,operating,GBR,H9,London,London,3,2000-01-01,2000-01-01,2003-01-01
/organization/brightbox-charge,Brightbox Charge,http://brightboxcharge.com,Mobile,3046171,operating,USA,NY,New York City,New York,3,2011-01-01,2013-02-28,2015-07-30
/organization/brightbox-technologies,BrightBox Technologies,http://www.brightboxtech.com,Construction|Health Diagnostics|Infrastructure Builders|Optimization,-,operating,USA,CA,SF Bay Area,Berkeley,1,2013-01-01,2013-02-01,2013-02-01
/organization/brightbytes,BrightBytes,http://www.brightbytes.net,Analytics|Big Data|Big Data Analytics,51470000,operating,USA,CA,SF Bay Area,San Francisco,5,2012-03-01,2012-03-03,2015-07-21
/organization/brightcontext,BrightContext,http://www.brightcontext.com,Cloud Computing|Cloud Data Services|Real Time,-,acquired,USA,VA,"Washington, D.C.",Arlington,1,2010-01-01,2013-01-09,2013-01-09
/organization/brightcove,Brightcove,http://www.brightcove.com,Analytics|Enterprise Software|Technology|Video,198007658,ipo,JPN,19,Tokyo,Shibuya,8,2004-01-01,2005-03-01,2014-02-10
/organization/brightcove-k-k,Brightcove K.K.,,Games|Video,4900000,operating,JPN,,,,1,2008-05-22,2008-05-22,2008-05-22
/organization/brightcurrent-inc,"BrightCurrent, Inc",http://brightcurrent.com/,Clean Energy|Direct Sales|Marketplaces,1550000,closed,,,,,1,2012-03-12,2015-02-01,2015-02-01
/organization/brightdoor-systems,BrightDoor Systems,http://www.brightdoor.com,Internet|Real Estate|SaaS,2200000,operating,USA,NC,Raleigh,Cary,2,2005-01-01,2007-04-13,2008-09-01
/organization/brightedge,BrightEdge,http://www.brightedge.com,Search|SEO,61900000,operating,USA,CA,SF Bay Area,San Mateo,4,2007-01-01,2008-08-08,2013-06-11
/organization/brighter,Brighter.com,http://www.brighter.com,Curated Web,28000000,operating,USA,CA,Los Angeles,Santa Monica,3,2011-01-01,2011-01-01,2013-10-29
/organization/brighter-dental-care,Brighter Dental Care,http://brighterdentalcare.com,Health and Wellness,-,operating,USA,NJ,Newark,Bridgewater,1,,2012-05-11,2012-05-11
/organization/brighter-future-challenge,Brighter Future Challenge,http://brighterfuturechallenge.com,Curated Web,40000,operating,,,,,1,2011-01-01,2011-07-29,2011-07-29
/organization/brightergy,Brightergy,http://www.brightergy.com,Energy|Energy Efficiency|Energy IT|Energy Management|Enterprise Software,5100000,operating,USA,MO,Kansas City,Kansas City,2,2010-01-01,2011-10-16,2013-08-01
/organization/brightfarms,BrightFarms,http://brightfarms.com,Clean Technology|Organic Food,25250000,operating,USA,NY,New York City,New York,4,2011-01-01,2011-12-13,2015-11-06
/organization/brightfish,Brightfish,http://www.brightfish.com,Curated Web|Human Resources|Information Technology|Networking|Recruiting|Social Network Media,120000,closed,,,,,1,2011-08-01,2010-01-01,2010-01-01
/organization/brightfunnel,BrightFunnel,http://www.brightfunnel.com,Enterprise Software,8948000,operating,USA,CA,SF Bay Area,San Francisco,4,2012-10-25,2013-02-01,2015-12-02
/organization/brightgeist-media,Brightgeist Media,http://www.brightgeist.com,Advertising|Internet Marketing|Lead Generation,-,operating,USA,NY,New York City,New York,1,2004-01-01,2006-09-26,2006-09-26
/organization/brightinfo,BrightInfo,http://www.brightinfo.com,Advertising|Personalization|Real Time,-,operating,,,,,1,2013-01-01,2014-12-01,2014-12-01
/organization/brightkit,Brightkit,http://brightkit.com,Social Media|Social Network Media|Technology,-,acquired,CAN,BC,Vancouver,Vancouver,1,2006-01-01,2013-09-26,2013-09-26
/organization/brightkite,Brightkite,http://www.brightkite.com,Android|Chat|Finance|Gps|iPhone|Local|Location Based Services|Maps|Mobile|Social Media|Social Network Media,2094920,acquired,USA,CA,SF Bay Area,Burlingame,4,2007-01-01,2007-08-01,2009-07-06
/organization/brightleaf,"Brightleaf Solutions, Inc.",http://www.brightleaf.com,Legal,3000000,operating,USA,MA,Boston,Brookline,1,2006-01-01,2010-04-01,2010-04-01
/organization/brightline-itv,BrightLine,http://www.brightline.tv,Advertising|Messaging|Television,30000000,operating,USA,NY,New York City,New York,1,2003-01-01,2011-07-19,2011-07-19
/organization/brightlocker,BrightLocker,http://brightlocker.com,E-Commerce Platforms|Entertainment|Games|Software|Video Games,2055000,operating,USA,TX,Austin,Round Rock,5,2014-03-28,2014-05-30,2015-05-15
/organization/brightlot,BrightLot,http://brightlot.com,Automotive|Fleet Management,430875,operating,USA,NY,New York City,New York,1,2006-01-01,2014-11-05,2014-11-05
/organization/brightly-app,Brightly,http://brightlyapp.com,Freelancers|Human Resources|Mobile Advertising|Mobile Commerce|Social Commerce|Social Media Marketing,-,operating,NZL,E7,Auckland,Auckland,1,2013-07-01,2015-01-01,2015-01-01
/organization/brightnest,BrightNest,http://brightnest.com,Curated Web|Home Owners|Internet,950000,acquired,USA,CO,Denver,Denver,1,2011-01-01,2011-11-01,2011-11-01
/organization/brighton-biotech,Brighton Biotech,http://brightonbiotech.com,Biotechnology|Health Care|Medical,1600000,operating,USA,MI,Detroit,Brighton,1,,2014-11-18,2014-11-18
/organization/brightparent-inc-,BrightParent,http://www.BrightParent.com/,Kids|Mobile|Parenting|Reviews and Recommendations,-,operating,USA,CA,Los Angeles,Santa Monica,1,2013-01-01,2013-01-01,2013-01-01
/organization/brightplanet,BrightPlanet,http://www.brightplanet.com/,Technology,-,operating,USA,SD,Sioux Falls,Sioux Falls,1,,2009-04-04,2009-04-04
/organization/brightqube,BrightQube,http://www.brightqube.com,Creative|Curated Web|Design|E-Commerce|Franchises|Image Recognition|Internet|Marketplaces|Photography|Sales and Marketing|Search|Stock Exchanges|Web Development,850000,closed,USA,CA,San Diego,Carlsbad,2,2006-10-01,2007-05-01,2008-05-27
/organization/brightree,Brightree,http://www.brightree.com,Software,-,operating,USA,GA,Atlanta,Lawrenceville,1,,2008-07-15,2008-07-15
/organization/brightroll,BrightRoll,http://www.brightroll.com,Advertising|Advertising Platforms|Online Video Advertising|Software,40242738,acquired,USA,CA,SF Bay Area,San Francisco,6,2006-01-01,2006-08-01,2014-06-16
/organization/brightscope,BrightScope,http://www.brightscope.com,Finance,5900000,operating,USA,CA,San Diego,San Diego,3,2008-02-01,2008-05-31,2012-09-12
/organization/brightside-software,BrightSide Software,http://www.nuospace.com,Enterprises|Enterprise Software|Web Tools,-,closed,USA,CA,SF Bay Area,Palo Alto,1,2007-06-01,2007-01-01,2007-01-01
/organization/brightsky-labs,BrightSky Labs,http://www.brightsky.co,Apps|Film Production|Video,1600000,operating,USA,CA,Bakersfield,California City,1,,2014-06-01,2014-06-01
/organization/brightsource-energy,BrightSource Energy,http://www.brightsourceenergy.com,Clean Technology|Energy|Solar,845000000,ipo,USA,CA,SF Bay Area,Oakland,9,2004-01-01,2006-11-01,2013-07-25
/organization/brightspec,BrightSpec,http://brightspec.com,Chemicals,1550000,operating,USA,VA,"Washington, D.C.",Charlottesville,1,2012-01-01,2015-05-22,2015-05-22
/organization/brightstar,Brightstar,http://www.brightstarcorp.com,Distribution|Insurance|Mobile|Mobility|Supply Chain Management|Wireless,283000000,acquired,USA,FL,Miami,Miami,1,1997-01-01,2007-07-09,2007-07-09
/organization/brightstorm,Brightstorm,http://www.brightstorm.com,Education|Video,6000000,operating,USA,CA,SF Bay Area,San Francisco,1,2008-04-01,2008-10-21,2008-10-21
/organization/brighttag,Signal,http://www.signal.co,Ad Targeting|Advertising|CRM|Email|Enterprise Software|Mobile|SaaS|Social Media,50000000,operating,USA,IL,Chicago,Chicago,4,2009-09-26,2010-08-25,2013-11-15
/organization/brighttalk,BrightTALK,http://www.brighttalk.com,Advertising|Lead Generation|Semantic Web|Software|Video|Video Streaming,20500000,operating,USA,CA,SF Bay Area,San Francisco,1,2002-01-01,2011-09-27,2011-09-27
/organization/brighttax,Bright!Tax,http://www.brighttax.com,Finance,50000,operating,USA,NY,New York City,Manhattan,1,,2013-08-05,2013-08-05
/organization/brightup,brightup,http://www.brightup.de,Hardware + Software|Security,-,operating,DEU,4,Hamburg,Hamburg,1,2012-10-01,2015-03-15,2015-03-15
/organization/brightview-systems,BrightView Systems,http://www.brightview-sys.com,Clean Technology,6000000,closed,ISR,2,Tel Aviv,Petah Tiqva,1,,2009-01-01,2009-01-01
/organization/brightware-2,Brightware,http://www.brightware.com,,14400000,closed,USA,CA,SF Bay Area,Novato,1,,1999-11-22,1999-11-22
/organization/brightwhistle,BrightWhistle,http://brightwhistle.com,Advertising,3200000,acquired,USA,GA,Atlanta,Atlanta,3,2010-07-01,2011-07-26,2014-04-29
/organization/brijot-imaging-systems,Brijot Imaging Systems,http://www.brijot.com,Software,14000000,acquired,USA,FL,Orlando,Lake Mary,1,2002-01-01,2007-08-20,2007-08-20
/organization/brika,BRIKA,http://brika.com,Brand Marketing|Consumer Goods|E-Commerce|Handmade,-,operating,CAN,ON,Toronto,Toronto,1,2013-01-01,2013-03-01,2013-03-01
/organization/brilent,Brilent,http://www.brilent.com,Information Technology|Services|Software,-,operating,USA,CA,SF Bay Area,San Mateo,2,2015-01-01,2015-04-15,2015-10-01
/organization/brilig,Brilig,http://www.brilig.com,Advertising,1800000,operating,USA,NY,New York City,New York,1,2009-01-01,2011-03-22,2011-03-22
/organization/brill-street-company,Brill Street + Company,http://www.brillstreet.com,Human Resources|Recruiting|Staffing Firms,1287500,operating,USA,IL,Chicago,Chicago,1,2006-01-01,2007-11-20,2007-11-20
/organization/brille24,Brille24,http://www.brille24.de,E-Commerce,8943200,operating,DEU,12,DEU - Other,Oldenburg,2,2007-01-01,2011-07-28,2012-09-10
/organization/brilliant-bicycles,Brilliant Bicycles,http://www.brilliant.co/,Bicycles|Design|Fitness,1500000,operating,USA,CA,Los Angeles,Los Angeles,1,2014-01-01,2015-05-27,2015-05-27
/organization/brilliant-inc,Brilliant Inc,,,-,closed,,,,,1,,2013-05-28,2013-05-28
/organization/brilliant-org,Brilliant.org,http://brilliant.org,Education,-,operating,USA,CA,SF Bay Area,Palo Alto,2,2012-01-01,2012-07-01,2013-07-19
/organization/brilliant-telecom,Brilliant Telecommunications,http://www.brillianttelecom.com,Web Hosting,28426018,operating,USA,CA,SF Bay Area,Campbell,6,2004-01-01,2007-02-01,2010-05-28
/organization/brilliency,Brilliency,http://www.brilliency.com,Application Platforms|Consumer Internet|Game,-,closed,USA,OH,Cleveland,Cleveland,1,2014-04-01,2015-05-26,2015-05-26
/organization/bringg,Bringg,http://bringg.com,Software|Startups,2500000,operating,ISR,,,,1,2013-06-01,2013-12-01,2013-12-01
/organization/bringhub,Bringhub,http://bringhub.com,Curated Web|E-Commerce|Payments|SaaS|Social Commerce,2100000,operating,USA,CA,Los Angeles,Los Angeles,2,2012-10-01,2014-10-01,2015-04-20
/organization/bringit-com,BringIt,http://bringit.com,Games,4340000,acquired,USA,CA,SF Bay Area,San Francisco,3,2008-11-20,2008-05-05,2010-11-03
/organization/bringlight,Bring Light,http://www.bringlight.com,Curated Web,-,operating,USA,CA,SF Bay Area,Cupertino,1,2006-11-01,2006-12-01,2006-12-01
/organization/bringme-2,Bringme,http://www.bring-me.it/,E-Commerce Platforms|Local|Restaurants,66047,operating,ITA,12,Turin,Torino,1,,2013-07-25,2013-07-25
/organization/bringmethat,Bring Me That,http://www.bringmethat.com,Bridging Online and Offline|E-Commerce|Internet,450000,operating,USA,NY,New York City,New York,2,2013-01-01,2013-04-18,2014-07-01
/organization/bringmethenews,BringMeTheNews,http://bringmethenews.com,News,4000000,operating,USA,MN,Minneapolis,Minneapolis,2,2009-01-01,2010-08-10,2012-07-27
/organization/bringrr,"Bringrr Systems, LLC",http://bringr.com,Android|Consumer Electronics|Hardware + Software|iOS,350000,operating,USA,MA,Boston,Boston,2,,2013-09-20,2013-12-20
/organization/bringshare,BringShare,http://www.bringshare.com,Analytics|Internet Marketing,2831931,operating,USA,OH,"Columbus, Ohio",Columbus,5,2010-04-01,2011-03-23,2014-07-07
/organization/brion-technologies,Brion Technologies,http://www.briontech.com/,Semiconductors,19000000,acquired,USA,CA,SF Bay Area,Santa Clara,1,2002-01-01,2004-05-01,2004-05-01
/organization/brisbane-materials-technology,Brisbane Materials Technology,http://www.brismat.com,Clean Technology,-,operating,AUS,4,,,1,2005-01-01,2012-09-25,2012-09-25
/organization/brisk-io,Brisk.io,http://www.brisk.io,Enterprise Software,182094.081942337,operating,SWE,27,Malmo,Malmö,1,2012-08-15,2013-06-04,2013-06-04
/organization/brisk-synergies,Brisk Synergies,http://www.brisksynergies.com/,Mobility|Technology|Transportation,30000,operating,CAN,ON,Toronto,Waterloo,1,,2015-03-01,2015-03-01
/organization/bristlecone-holdings,Bristlecone Holdings,http://bristleconeholdings.com/,Technology,-,operating,USA,NV,Reno - Sparks,Reno,1,2013-01-01,2015-03-31,2015-03-31
/organization/bristlr,Bristlr,http://bristlr.com,Apps|Online Dating|Private Social Networking,41799,operating,GBR,I2,Manchester,Manchester,1,2014-10-01,2015-04-21,2015-04-21
/organization/bristol-myers-squibb,Bristol-Myers Squibb,http://www.bms.com,Biotechnology|Health and Wellness|Pharmaceuticals,15510000,ipo,USA,NY,New York City,New York,1,1887-01-01,2008-11-17,2008-11-17
/organization/brit,Brit + Co,http://www.brit.co,Digital Media|E-Commerce|Education|Media,27550000,operating,USA,CA,SF Bay Area,San Francisco,3,2011-11-01,2012-04-30,2015-06-09
/organization/brite-energy-solar-holdings,Brite Energy Solar Holdings,,Energy|Services|Solar,14249550,operating,USA,IL,Chicago,Romeoville,1,,2014-06-30,2014-06-30
/organization/brite-health,Brite Health,http://britehealth.co/,,-,operating,,,,,1,2015-01-01,2015-06-01,2015-06-01
/organization/brite-semiconductor,Brite Semiconductor,http://www.britesemi.com/index.html,Design|Manufacturing|Semiconductors,30600000,operating,CHN,23,Shanghai,Shanghai,3,2008-01-01,2009-01-01,2015-03-03
/organization/brite-solar,Brite Solar,http://www.britesolar.com/,Nanotechnology,16674,operating,USA,CA,SF Bay Area,Los Gatos,2,2010-01-01,2014-12-19,2015-06-30
/organization/britebill,Brite:Bill,http://www.britebill.com,Billing|Customer Service|Mobile|Telecommunications,3697600,operating,IRL,7,Dublin,Dublin,3,2010-01-01,2010-05-01,2010-12-17
/organization/britehub,BriteHub,http://www.britehub.com,B2B|Industrial Automation|Manufacturing|Marketplaces,640000,operating,USA,CA,SF Bay Area,Oakland,1,2013-06-08,2014-01-15,2014-01-15
/organization/britely,Britely,http://www.britely.com,Curated Web,3900000,operating,USA,CA,SF Bay Area,Palo Alto,3,2007-01-01,2007-01-01,2009-09-03
/organization/briteseed,Briteseed,http://briteseed.com,Health Care,1000000,operating,USA,IL,Chicago,Chicago,1,2012-07-12,2014-01-15,2014-01-15
/organization/britestream-networks,Britestream Networks,,Security,10000000,operating,USA,TX,Austin,Austin,1,,2005-10-18,2005-10-18
/organization/brittmore-group,Brittmore Group,http://brittmore.com,Industrial|Industrial Automation|Solar,1000000,operating,USA,CA,SF Bay Area,San Jose,1,2010-01-01,2014-03-31,2014-03-31
/organization/brivas-labs,BRIVAS,http://www.brivas.org,Biometrics|Data Security|Enterprise Software|Internet of Things|Mobile Security|Privacy,500000,operating,USA,CA,SF Bay Area,San Jose,4,2012-03-01,2013-01-01,2013-11-26
/organization/brix-networks,Brix Networks,http://www.brixnet.com/,Computers|Networking|Services|VoIP,25100000,acquired,USA,MA,Boston,Chelmsford,2,,2000-05-08,2003-11-18
/organization/brixco,Brixco,http://www.brixomaha.com/,Transportation,1166000,operating,USA,NE,Omaha,Omaha,1,2009-05-01,2015-02-26,2015-02-26
/organization/brndstr,Brndstr,http://brndstr.com,Mobile,1600000,operating,ARE,3,Dubai,Dubai,1,2013-07-05,2014-05-27,2014-05-27
/organization/bro4u-com,Bro4u.com,https://bro4u.com,E-Commerce|Marketplaces|Services,-,operating,IND,19,Bangalore,Bangalore,1,2015-01-01,2015-11-27,2015-11-27
/organization/broad-daylight,Broad Daylight,,Information Technology|Services|Software,5400000,closed,USA,CA,SF Bay Area,Santa Clara,1,,2001-08-21,2001-08-21
/organization/broad-institute,Broad Institute,http://www.broadinstitute.org,Biotechnology,132500000,operating,USA,MA,Boston,Cambridge,2,2003-01-01,2012-01-26,2013-11-15
/organization/broad-street-maps,Broad Street Maps,http://www.broadstreetmaps.org/,Maps,17000,operating,USA,WA,Seattle,Seattle,1,2012-01-07,2014-05-01,2014-05-01
/organization/broadband-access-systems,Broadband Access Systems,,Databases|Internet Service Providers|Services,44300000,closed,,,,,1,,2000-01-31,2000-01-31
/organization/broadband-national,Broadband National,http://www.broadbandnational.com,Broadcasting,11050000,operating,USA,FL,Florida's Treasure Coast,Vero Beach,2,,2004-05-18,2007-08-02
/organization/broadband-networks-wireless-internet,Broadband Networks Wireless Internet,http://broadbandnetworks.com/home,Web Hosting,884586,operating,USA,IN,Indianapolis,Rushville,2,2003-01-01,2009-05-08,2010-03-05
/organization/broadband-storage,Broadband Storage,,,16000000,closed,,,,,1,,2001-06-26,2001-06-26
/organization/broadband-voice,Broadband Voice,http://broadbandvoice.com/howitworks.php,Web Hosting,705000,operating,USA,MS,Jackson,Clinton,1,2006-01-01,2009-12-02,2009-12-02
/organization/broadbandchoices,broadbandchoices,http://www.broadbandchoices.co.uk,Curated Web|Internet|Price Comparison|Television,16130527,operating,GBR,H9,London,London,1,2005-05-01,2012-10-01,2012-10-01
/organization/broadbus,Broadbus Technologies,http://www.broadbus.com,Hardware + Software,57000000,acquired,USA,IL,Chicago,Libertyville,3,1999-11-01,2002-10-07,2005-08-26
/organization/broadcast-com,Broadcast.com,http://www.broadcast.com,Music,-,acquired,USA,TX,Dallas,Dallas,1,1995-09-01,1998-07-01,1998-07-01
/organization/broadcast-grade-weather-channel-branding-graphics-display-system,Broadcast Grade Weather & Channel Branding Graphics Display System,,Application Platforms|Graphics|Services,12500,operating,,,,,1,,2014-01-01,2014-01-01
/organization/broadcast-international,Broadcast International,http://brin.com,Software,21950000,operating,USA,UT,Salt Lake City,Midvale,2,1984-01-01,2010-12-24,2012-03-14
/organization/broadcast-mobi,Broadcast.mobi,http://www.broadcast.mobi,Mobile,25000,closed,ARG,7,Buenos Aires,Buenos Aires,1,2012-08-01,2012-09-09,2012-09-09
/organization/broadcast-pix,Broadcast Pix,http://www.broadcastpix.com,Broadcasting|Software,3122503,operating,USA,MA,Boston,Billerica,4,2002-01-01,2011-03-15,2014-01-28
/organization/broadcastamerica,BroadcastAmerica,http://www.broadcastamerica.com,Broadcasting,30000000,operating,USA,ME,"Portland, Maine",Portland,1,,2000-08-11,2000-08-11
/organization/broadcasting-authority-of-ireland-bai,Broadcasting Authority of Ireland(BAI),http://bai.ie,Broadcasting|Digital Media|Internet,1500000,operating,IRL,7,Dublin,Dublin,1,2009-01-01,2013-11-04,2013-11-04
/organization/broadcastr,Broadcastr,http://www.getspun.com,Android|Audio|Consumer Electronics|Content|Gps|iPhone|Journalism|Location Based Services|Maps|Mobile|Parenting|Reviews and Recommendations|Social Media|Video Streaming|Wireless,2574556,closed,USA,NY,New York City,Brooklyn,1,2010-01-01,2012-12-10,2012-12-10
/organization/broadchoice,Broadchoice,http://www.broadchoice.com,Collaboration|File Sharing|Messaging,2700000,closed,USA,CA,SF Bay Area,San Mateo,1,2007-11-01,2008-01-01,2008-01-01
/organization/broadclip,BroadClip,http://broadclip.com,Software,8105000,closed,USA,CA,SF Bay Area,Livermore,6,2006-04-01,2008-12-03,2010-11-05
/organization/broadcloud-communications,BroadCloud Communications,,Internet|Internet Service Providers,8000000,closed,USA,TX,Austin,Austin,1,,2002-03-04,2002-03-04
/organization/broadersheet,Broadersheet,http://www.broadersheet.com,News,-,closed,GBR,C3,London,Cambridge,1,2009-01-01,2009-01-01,2009-01-01
/organization/broadhop,BroadHop,http://www.broadhop.com,Web Hosting,5750095,acquired,USA,CO,Denver,Denver,2,2003-01-01,2009-08-05,2010-10-25
/organization/broadlane,Broadlane,,Health and Wellness|Health Care|Medical|Services,50000000,operating,,,,,1,,2003-07-07,2003-07-07
/organization/broadlight,BroadLight,http://www.broadlight.com,Software,44900000,acquired,USA,CA,SF Bay Area,Santa Clara,4,2000-06-01,2004-07-07,2007-09-11
/organization/broadlink,Broadlink,http://www.broadlink.com.cn,Manufacturing,300000,operating,CHN,2,Hangzhou,Hangzhou,1,,2013-12-01,2013-12-01
/organization/broadlogic,BroadLogic Network Technologies,http://www.broadlogic.com,Web Hosting,41551329,acquired,USA,CA,SF Bay Area,San Jose,3,1998-01-01,2004-11-12,2009-07-01
/organization/broadscience,"BROADSCIENCE, Inc.",http://www.broadscience.com,Mobile Commerce|Mobile Software Tools|Software,50000,operating,,,,,1,2014-02-01,2014-12-20,2014-12-20
/organization/broadsoft,BroadSoft,http://www.broadsoft.com,Software,44000000,ipo,USA,MD,"Washington, D.C.",Gaithersburg,3,1998-09-01,2002-09-09,2009-11-02
/organization/broadsource,BroadSource,http://www.broadsource.com/,Software|Telecommunications,5700000,acquired,USA,GA,Atlanta,Atlanta,1,,2004-07-27,2004-07-27
/organization/broadswords,Broadswords,,Technology,-,operating,USA,MD,"Washington, D.C.",Potomac,1,2010-01-01,2010-05-07,2010-05-07
/organization/broadview-networks,Broadview Networks,http://www.broadviewnet.com,Enterprise Software,25000000,operating,USA,NY,New York City,Rye,1,1996-01-01,2012-09-20,2012-09-20
/organization/broadware-technologies,BroadWare Technologies,http://www.broadware.com,Games,7500000,acquired,USA,CA,SF Bay Area,Santa Clara,1,1995-01-01,2003-02-04,2003-02-04
/organization/broadway-com,Broadway Networks,http://www.broadwaynetworks.com,Public Relations,2154000,closed,USA,CA,SF Bay Area,San Jose,3,2006-01-01,2009-08-27,2010-06-08
/organization/brocade-communications-systems,Brocade Communications Systems,http://www.brocade.com,Computers|Data Centers|Networking|Storage|Web Hosting,300000000,ipo,CHE,7,Geneva,Geneva,1,1995-01-01,2010-01-20,2010-01-20
/organization/brocc-equipment,Brocc Equipment,http://broccequipment.com/,Real Estate,-,operating,USA,CO,CO - Other,Loveland,1,2012-06-09,2015-03-28,2015-03-28
/organization/broccol-e-games,Broccol-e-games,http://broccol-e-games.com,Education|Games|Mobile Games,60000,operating,AUS,7,Melbourne,Richmond,2,2012-03-01,2012-04-01,2012-11-21
/organization/brodlist,Brodlist,http://brodlist.com,,-,operating,FRA,B8,Nice,Valbonne,1,2014-06-20,2014-12-16,2014-12-16
/organization/broex-io,Broex.in,http://broex.in/,Apps,1000000,operating,IND,10,Haryana,Haryana,1,2014-01-01,2015-07-24,2015-07-24
/organization/brokat,Brokat,,Computers|Software|Technology,10402868.417585,acquired,DEU,1,Stuttgart,Stuttgart,1,1994-01-01,1999-11-08,1999-11-08
/organization/broken-buy,Broken Buy,http://brokenbuy.com/,Consumer Electronics,20000,operating,USA,WA,Seattle,Vancouver,1,2010-03-10,2014-06-04,2014-06-04
/organization/broken-envelope-productions,Broken Envelope Productions,https://www.flootball.com/,Entertainment|Games,-,operating,USA,SC,Myrtle Beach,Conway,1,2012-12-19,2014-07-18,2014-07-18
/organization/broker-better,Broker Better,http://www.brokerbetter.com/,Insurance,18000,closed,,,,,1,,2013-03-01,2013-03-01
/organization/brokerprint,Heyprint,http://www.heyprint.dk/,E-Commerce|Franchises,150000,operating,,,,,1,2014-01-01,2015-02-01,2015-02-01
/organization/bromium,Bromium,http://www.bromium.com,Security,75800000,operating,USA,CA,SF Bay Area,Cupertino,4,2010-01-01,2011-06-22,2013-10-23
/organization/broncus-technologies-inc,"Broncus Technologies, Inc.",http://broncus.com,Health Care,-,operating,USA,CA,SF Bay Area,Mountain View,1,,2008-07-24,2008-07-24
/organization/brookstone,Brookstone,http://www.brookstone.com,Curated Web,125612000,operating,USA,NH,"Manchester, New Hampshire",Merrimack,1,,2010-11-09,2010-11-09
