Name,Profile URL,Signal,Location,Market,Website,Employees,Stage,Total Raised,Joining_Month,Joining_Year,latitude,longitude
Cyclique,https://angel.co/company/cyclique,3,Venice,Social Media Platforms,http://www.getcyclique.com,1-10,,,Oct ,2015,45.4371908,12.3345898
Onramp BioInformatics,https://angel.co/company/onramp-bioinformatics,4,San Diego,Bioinformatics,http://www.onrampbioinformatics.com,11-50,Seed,,Aug ,2015,32.7174209,-117.1627714
FightCamp (formerly Hykso),https://angel.co/company/hykso,5,Los Angeles,Fitness,https://www.joinfightcamp.com,11-50,,1700000,May ,2015,34.0536909,-118.2427666
Leverage Edu,https://angel.co/company/leverage-3,4,Delhi,Career Management,https://leverageedu.com/,51-200,,,May ,2015,28.6517178,77.2219388
KINETIC,https://angel.co/company/kinetic,5,New York City,B2B,http://www.wearkinetic.com,11-50,,,Feb ,2015,40.7127281,-74.0060152
Fano Labs,https://angel.co/company/fano-labs,4,Hong Kong,B2B,http://fano.ai,11-50,Seed,600000,Dec ,2015,22.350627,114.1849161
Data4America.org,https://angel.co/company/data4america-org-1,4,San Francisco,Politics,http://data4america.org,,,,Oct ,2015,37.7792808,-122.4192363
musx,https://angel.co/company/musx,4,Austin,Big Data,http://www.musx.com,1-10,Seed,,Sep ,2015,30.2711286,-97.7436995
Metis ,https://angel.co/company/metis,4,Singapore,Data Visualization,http://www.thisismetis.com,11-50,,,Apr ,2015,1.340863,103.830391822121
Gameday Goods,https://angel.co/company/gameday-goods-2,3,Brooklyn,Licensing,http://www.gamedaygoods.com,1-10,Seed,,Nov ,2015,40.6501038,-73.9495823
Litem Analytics,https://angel.co/company/litemanalytics,4,Provo,Legal,,,,,Oct ,2015,40.2338438,-111.6585337
Studitemps,https://angel.co/company/studitemps,4,Berlin,Temporary Staffing,http://www.studitemps.de,201-500,Series C,12400000,Jul ,2015,52.5170365,13.3888599
Spiff,https://angel.co/company/getspiff,4,Oslo,Women-Focused,http://www.getspiff.no,1-10,Seed,665000,Mar ,2015,59.9133301,10.7389701
AdMass,https://angel.co/company/admass,4,New York City,Advertising Platforms,http://admassinc.com/,1-10,Seed,775000,Aug ,2015,40.7127281,-74.0060152
Moneyworks,https://angel.co/company/moneyworks-1,4,Menlo Park,Location Based Services,http://www.getmoneyworks.com,1-10,,,Jan ,2015,37.4519671,-122.1779927
Zealr,https://angel.co/company/zealr,4,Irvine,Messaging,http://www.zealr.co,1-10,,108000,May ,2015,55.6143121,-4.6655591
Editr,https://angel.co/company/tablo-inc,4,San Francisco,Ecommerce,http://editr.com,1-10,,,Jun ,2015,37.7792808,-122.4192363
Hypercycle,https://angel.co/company/hypercycle,3,Vancouver,Fashion Tech,http://www.hypercycle.co,1-10,,,Jul ,2015,49.2608724,-123.1139529
iHR,https://angel.co/company/ihr,3,London,B2B,https://ihr.io/,1-10,,,Mar ,2015,51.5073219,-0.1276474
Voo,https://angel.co/company/rdvoo,4,San Francisco,Social Media Platforms,http://www.tryvoo.com,1-10,,400000,Dec ,2015,37.7792808,-122.4192363
Yatrus Analytics,https://angel.co/company/yatrus-analytics,4,Sofia,Public Sector,http://www.yatrusanalytics.com,1-10,,350000,Apr ,2015,42.6978634,23.3221789
Vuevent,https://angel.co/company/vuevent-inc,3,Austin,Events,http://vuevent.com,11-50,Acquired,1500000,Feb ,2015,30.2711286,-97.7436995
Treat,https://angel.co/company/treat,5,San Francisco,Local Services,https://treat.co,1-10,Acquired,,Mar ,2015,37.7792808,-122.4192363
AcceptOn,https://angel.co/company/accepton,5,Mountain View,Developer APIs,http://AcceptOn.com,1-10,Acquired,,Apr ,2015,37.3893889,-122.0832101
InteliAthlete,https://angel.co/company/inteliathlete,2,Miami,Big Data Analytics,http://inteliathlete.com,1-10,,,Mar ,2015,25.7742658,-80.1936589
Interviewed,https://angel.co/company/teaminterviewed,5,San Francisco,Human Resources,https://www.interviewed.com,11-50,Acquired,2300000,Mar ,2015,37.7792808,-122.4192363
CloudNC,https://angel.co/company/cloudnc,5,London,Manufacturing,http://cloudnc.co.uk,11-50,Series A,15345000,Nov ,2015,51.5073219,-0.1276474
audiodevel.com,https://angel.co/company/audiodevel-com,3,Lisbon,Consumer Electronics,http://www.audiodevel.com,1-10,Seed,30000,Apr ,2015,38.7077507,-9.1365919
Paracosm,https://angel.co/company/paracosm,5,Gainesville,Construction,http://paracosm.io,11-50,,3300000,Jul ,2015,29.6519396,-82.3249961
Jasper,https://angel.co/company/inoventive-1,3,Detroit,Artificial Intelligence,http://jasper.ai,1-10,Seed,49500,Feb ,2015,42.3315509,-83.0466403
WOAX,https://angel.co/company/woax,3,New York City,Startups,https://woax.com,1-10,Seed,60000,Mar ,2015,40.7127281,-74.0060152
UnitesUs,https://angel.co/company/unitesus,3,Orange County,Human Resources,https://unitesus.com/welcome,1-10,Seed,100000,May ,2015,33.7500378,-117.8704931
CluedIn,https://angel.co/company/cluedin-1,3,Copenhagen,Information Services,http://cluedin.net,11-50,Seed,20000,Apr ,2015,40.7127281,-74.0060152
uSens,https://angel.co/company/usens,4,San Jose,Digital Signage,http://www.usens.com,11-50,Series A,26700000,Jan ,2015,37.3361905,-121.8905833
Valossa,https://angel.co/company/valossa,3,Palo Alto,Deep Learning,http://www.valossa.com/,1-10,Seed,650000,Oct ,2015,37.4443293,-122.1598465
Scofen,https://angel.co/company/scofen,3,Vancouver,Market Research,http://www.scofen.com,1-10,,,Oct ,2015,49.2608724,-123.1139529
Qwery Ninja,https://angel.co/company/qwery-ninja,3,Mexico City,Consumers Survey,http://www.qwery.ninja,,,,Apr ,2015,19.4326009,-99.1333416
Credible,https://angel.co/company/credible-2,4,Tel Aviv-Yafo,Consumer Lending,http://credible.eu.com,1-10,,,Oct ,2015,32.0804808,34.7805274
Naborly,https://angel.co/company/naborly,4,Toronto,Rental Housing,http://naborly.com,11-50,,,Jan ,2015,43.653963,-79.387207
pitchLove,https://angel.co/company/pitchlove,4,Portland,Market Research,http://pitchlove.co,1-10,,,Apr ,2015,45.5202471,-122.6741949
Trigon Health,https://angel.co/company/trigon-health,4,Washington DC,Big Data Analytics,http://www.trigonhealth.com,,,,Jul ,2015,38.8950092,-77.0365625
QM Scientific,https://angel.co/company/qm-scientific-1,4,San Jose,Retail Technology,http://qmscientific.com,1-10,,,Mar ,2015,37.3361905,-121.8905833
RoomDots,https://angel.co/company/roomdots,4,New York City,Rental Housing,http://www.roomdots.com,1-10,,,Oct ,2015,40.7127281,-74.0060152
Perxity,https://angel.co/company/hyprcity,3,Los Angeles,Nonprofits,http://perxity.com,1-10,,,Apr ,2015,34.0536909,-118.2427666
Cooplo,https://angel.co/company/cooplo,3,New York City,Reviews and Recommendations,http://www.cooplo.com,,,,May ,2015,40.7127281,-74.0060152
Emerj ,https://angel.co/company/lean-on-1,3,Tel Aviv-Yafo,Mentorship,http://www.emerj.work,1-10,,,May ,2015,32.0804808,34.7805274
HOLLYFY,https://angel.co/company/hollyfy,3,Los Angeles,Brand Marketing,http://hollyfy.com,1-10,,,Oct ,2015,34.0536909,-118.2427666
Visiblee,https://angel.co/company/visiblee,5,Mountain View,B2B,http://www.visiblee.biz,11-50,,800000,Jul ,2015,37.3893889,-122.0832101
ThisWay Global,https://angel.co/company/thisway-global,3,Austin,Human Resources,http://www.thiswayglobal.com,11-50,,,May ,2015,30.2711286,-97.7436995
ZephyCloud,https://angel.co/company/meteopole,3,Marseille,Open Source,http://www.zephycloud.com,11-50,,,Mar ,2015,43.2961743,5.3699525
AnyMetrics,https://angel.co/company/anymetrics,3,Earth,Small and Medium Businesses,http://,,,,Mar ,2015,34.2331373,-102.4107493
MagicPrice,https://angel.co/company/magicprice,3,Tokyo,Hotels,http://sora.flights,1-10,,200000,May ,2015,35.6828387,139.7594549
Secured Universe,https://angel.co/company/secured-universe,5,San Diego,Android,https://secureduniverse.com,1-10,,,May ,2015,32.7174209,-117.1627714
GeoPhy,https://angel.co/company/geophy,3,Delft,Big Data Analytics,http://www.geophy.com,51-200,,,Feb ,2015,51.9994572,4.362724538544
Monument,https://angel.co/company/monument,4,Chicago,Consumer Electronics,http://getmonument.com,1-10,Seed,2533800,Mar ,2015,41.8755616,-87.6244212
XR Web,https://angel.co/company/gofind,4,Singapore,Blockchain / Cryptocurrency,http://www.xrweb.network,11-50,,,Oct ,2015,1.340863,103.830391822121
Global Innovation,https://angel.co/company/global-innovation,1,New York City,SaaS,http://globalinnovation.co,1-10,,,Jul ,2015,40.7127281,-74.0060152
GamePlan Learning,https://angel.co/company/gameplan-learning,4,Atlanta,Career Planning,http://gameplanlearning.com,11-50,Seed,400000,Feb ,2015,33.7490987,-84.3901849
Townista,https://angel.co/company/townista,4,Bengaluru,Online Reservations,http://townista.com,1-10,Seed,50000,Mar ,2015,12.9791198,77.5912997
Luxie,https://angel.co/company/vernax,3,Tokyo,Internet of Things,http://getaudrey.com,1-10,,,Sep ,2015,35.6828387,139.7594549
Scarlett Studio,https://angel.co/company/scarlett-2,4,Sunnyvale,Smart Tv,http://getscarlett.com,1-10,,,Jul ,2015,37.3688301,-122.0363496
Snowcookie Sports,https://angel.co/company/snowcookie,4,Poland,Internet of Things,http://snowcookie.eu,11-50,Seed,,May ,2015,52.215933,19.134422
Contentop,https://angel.co/company/contentop,3,Nagercoil,Writing,http://contentop.com,1-10,,,Jan ,2015,8.1880471,77.4290492
Lift,https://angel.co/company/lift-,3,Netherlands,Hr Tech,http://liftapp.com/,1-10,,,Nov ,2015,52.5001698,5.7480821
Shine,https://angel.co/company/shine-text,4,New York City,Website,http://www.shinetext.com/,1-10,Seed,,Sep ,2015,40.7127281,-74.0060152
Zero  Email,https://angel.co/company/zero-app,5,Los Gatos,Legal Tech,http://zeroapp.ai,1-10,Seed,900000,Feb ,2015,37.226611,-121.9746797
IonPath,https://angel.co/company/ionpath,5,Stanford,Diagnostics,http://web.stanford.edu/group/nolan/,,,,Sep ,2015,37.427467,-122.1702445
360player.io,https://angel.co/company/360player,3,Paris,Computer Vision,https://360player.io,1-10,Seed,228000,Jun ,2015,48.8566101,2.3514992
Mixvisor,https://angel.co/company/mixvisor,4,Sydney,Content Discovery,http://mixvisor.com,1-10,Seed,50000,Apr ,2015,-33.8548157,151.2164539
UB,https://angel.co/company/ub,4,London,Developer APIs,http://about.ub.io/,1-10,Seed,2140000,Feb ,2015,51.5073219,-0.1276474
Hexo+,https://angel.co/company/hexo-1,3,Grenoble,Drones,http://www.hexoplus.com,11-50,,3000000,Mar ,2015,45.1875602,5.7357819
Legal Robot,https://angel.co/company/legal-robot,5,San Francisco,Legal,https://www.legalrobot.com,1-10,,105000,Aug ,2015,37.7792808,-122.4192363
Spilly,https://angel.co/company/splashvr,3,Berlin,Augmented Reality,http://spil.ly,11-50,Seed,2700000,Jun ,2015,52.5170365,13.3888599
re:infer,https://angel.co/company/reinfer,5,London,SaaS,https://reinfer.io/,1-10,Seed,75000,May ,2015,51.5073219,-0.1276474
Incode Technologies,https://angel.co/company/incode-technologies,3,San Francisco,Photo Editing,http://www.incode.com,11-50,Seed,5000000,Jul ,2015,37.7792808,-122.4192363
Telemetrio,https://angel.co/company/telemetrio,3,Michigan,Broadcasting,http://www.telemetrio.com,,Seed,25000,Apr ,2015,43.6211955,-84.6824346
Flock Ltd. ,https://angel.co/company/flockcover,4,London,Drones,http://flockcover.com,11-50,Seed,3507670,Feb ,2016,51.5073219,-0.1276474
AgShift,https://angel.co/company/agshift,4,Santa Clara,Technology,http://www.agshift.com,1-10,,,Jun ,2016,37.3541132,-121.9551744
Noviopus,https://angel.co/company/noviopus,3,Israel,Social Recruiting,http://www.noviopus.com,1-10,,920000,Feb ,2016,30.8760272,35.0015196
Marathon Laundry Machines,https://angel.co/company/marathonlaundry,4,San Carlos,Internet of Things,http://marathonlaundry.com,1-10,,,Feb ,2016,6.19008655,-74.942193364632
KangarooHealth (Stanford StartX),https://angel.co/company/kangaroohealth,4,Palo Alto,B2B,http://www.kangaroohealth.com,1-10,,500000,Mar ,2016,37.4443293,-122.1598465
Neener Analytics,https://angel.co/company/neener,4,San Jose,Social Media Marketing,http://NeenerAnalytics.com,1-10,,,Nov ,2016,37.3361905,-121.8905833
ReoLab,https://angel.co/company/reolab,4,San Francisco,Diagnostics,https://www.reolab.io,1-10,,,Feb ,2016,37.7792808,-122.4192363
ThinkINside,https://angel.co/company/thinkinside,3,Eislingen,Manufacturing,http://www.thinkin.io,1-10,Seed,200000,Sep ,2016,48.6924458,9.6818539
Altius,https://angel.co/company/altius-1,3,San Antonio,Fitness,http://www.altius.io,1-10,,,Apr ,2016,29.4246002,-98.4951405
Qordoba,https://angel.co/company/qordoba,5,San Francisco,SaaS,http://qordoba.com,11-50,Series B,19500000,Feb ,2016,37.7792808,-122.4192363
Caesium,https://angel.co/company/caesium-1,3,Berlin,Productivity Software,http://www.getcaesium.com,1-10,,,Apr ,2016,52.5170365,13.3888599
WeTheProtesters,https://angel.co/company/wetheprotesters,4,St. Louis,Politics,http://WeTheProtesters.org,1-10,,,Apr ,2016,38.6268039,-90.1994097
Bird.i,https://angel.co/company/bird-i,4,Glasgow,Construction,http://www.hibirdi.com,11-50,Series A,3370000,Jan ,2016,55.8611389,-4.2501672
MDOps,https://angel.co/company/mdops-1,3,Melville,Artificial Intelligence,http://MDOps.com,1-10,Seed,620000,Feb ,2016,50.9307241,-102.8072963
LotaData,https://angel.co/company/lotadata,4,San Francisco,Geospatial,http://lotadata.com,1-10,,,Jun ,2016,37.7792808,-122.4192363
SHEnetics,https://angel.co/company/shenetics,5,San Diego,Internet of Things,http://www.SHE.ai,1-10,Seed,,Apr ,2016,32.7174209,-117.1627714
Clear,https://angel.co/company/clear-3,4,San Francisco,Mobile Commerce,http://clear.sx,11-50,,,Feb ,2016,37.7792808,-122.4192363
iasqu,https://angel.co/company/iasqu,4,Hoboken,Retail Technology,http://www.iasqu.com,1-10,,,May ,2016,40.7433066,-74.0323752
Einsite,https://angel.co/company/einsite,4,San Francisco,Construction,http://www.einsite.com,11-50,,,May ,2016,37.7792808,-122.4192363
Finsophy PBC,https://angel.co/company/finsophy,4,Charlotte,Banking,http://www.finsophy.com,1-10,,120000,Mar ,2016,35.2270869,-80.8431268
ZoomThru,https://angel.co/company/zoomthru,4,San Mateo,Internet of Things,http://zoomthru.co,1-10,Seed,50000,Mar ,2016,37.496904,-122.3330573
H-Science,https://angel.co/company/hscience,3,New York City,Medical Devices,http://hsciencelabs.com,1-10,,,Jan ,2016,40.7127281,-74.0060152
frame.ai,https://angel.co/company/frame-ai,5,New York City,Customer Support Tools,http://frame.ai,1-10,Seed,3300000,Nov ,2016,40.7127281,-74.0060152
Skejul,https://angel.co/company/skejul,4,,Messaging,http://skejul.com,1-10,,379000,Apr ,2016,34.220389,70.3800314
Altoida,https://angel.co/company/altoida,4,Berlin,Medical Devices,http://www.altoida.com,1-10,Seed,1200000,Jun ,2016,52.5170365,13.3888599
Notify.io,https://angel.co/company/notify-io,5,San Francisco,Messaging,http://www.notify.io,1-10,,,Jul ,2016,37.7792808,-122.4192363
Chatalytic,https://angel.co/company/chatalytic,4,San Francisco,SaaS,http://www.chatalytic.com,1-10,Seed,,Jun ,2016,37.7792808,-122.4192363
DroneSeed,https://angel.co/company/droneseed,5,Seattle,Industrial Automation,http://www.droneseed.co,11-50,,4820000,Jan ,2016,47.6038321,-122.3300624
Profiscope,https://angel.co/company/profiscope,3,San Francisco,Social Recruiting,http://www.profiscope.net,1-10,Seed,,Aug ,2016,37.7792808,-122.4192363
TravelBala,https://angel.co/company/travelbala,3,Taipei,Hospitality,http://www.travelbala.com,1-10,,,Apr ,2016,25.0375198,121.5636796
Suggestv,https://angel.co/company/suggestv,3,London,Semantic Search,http://suggestv.io,1-10,Seed,1045000,Mar ,2016,51.5073219,-0.1276474
RealBlocks,https://angel.co/company/realblocks,4,New York City,Blockchains,http://realblocks.com,1-10,Seed,3700000,Apr ,2016,40.7127281,-74.0060152
WallSensor Technologies,https://angel.co/company/wallsensor-technologies,1,Israel,Internet of Things,http://www.wallsensor.com,1-10,,,Apr ,2016,30.8760272,35.0015196
Eyeware,https://angel.co/company/eyeware,4,Lisbon,Robotics,http://eyeware.tech,1-10,Seed,1900000,Mar ,2016,38.7077507,-9.1365919
Second Stage,https://angel.co/company/second-stage,1,Munich,Sports,http://None,1-10,,,May ,2016,48.1371079,11.5753822
Myndata,https://angel.co/company/myndata,2,Milan,Data Mining,http://www.myndata.cloud,1-10,,,May ,2016,45.4668,9.1905
Still Human Robotics,https://angel.co/company/still-human-1,2,Cergy,Robotics,http://cyborg-vegetal.fr,1-10,,,Jan ,2016,49.0527528,2.0388736
SuperCareer.com,https://angel.co/company/supercareer,2,New York City,Human Resources,https://SuperCareer.com,11-50,,,Feb ,2016,40.7127281,-74.0060152
Cobrainer,https://angel.co/company/cobrainer-gmbh,3,Munich,Big Data Analytics,http://www.cobrainer.com,11-50,,,Mar ,2016,48.1371079,11.5753822
Giftpack,https://angel.co/company/giftpack,3,Sydney,Share Economy,https://giftpack.io,11-50,,,Jun ,2016,-33.8548157,151.2164539
Ohmelon,https://angel.co/company/ohmelon,3,Mexico City,Groceries,http://www.ohmelon.com,1-10,,,Jan ,2016,19.4326009,-99.1333416
getartwork,https://angel.co/company/getartwork,2,Rotterdam,Algorithms,https://get-art.work,1-10,,,Apr ,2016,51.9228934,4.4631786
Deedabase,https://angel.co/company/deedabase,4,Austin,Oil and Gas,http://www.deedabase.com,1-10,,,Jul ,2016,30.2711286,-97.7436995
Uni Software Productions,https://angel.co/company/uni-software-productions,2,Canada,Developer Tools,http://www.usp.tech,1-10,,,May ,2016,61.0666922,-107.9917071
IDVigil,https://angel.co/company/idvigil,4,Agoura Hills,Data Visualization,http://idvigil.com,1-10,,100000,Jan ,2016,34.14791,-118.7657042
Connection Labs,https://angel.co/company/peper,4,Taipei,China Internet,http://www.cnct.co,11-50,Seed,400000,Jan ,2016,25.0375198,121.5636796
Datasnap.io,https://angel.co/company/datasnap-io,4,San Francisco,Retail Technology,http://www.datasnap.io,,Seed,1300000,Aug ,2017,37.7792808,-122.4192363
Glint,https://angel.co/company/glint,5,Redwood City,Human Resources,http://www.glintinc.com,51-200,Acquired,50700000,Mar ,2017,37.4863239,-122.2325233
Logyc,https://angel.co/company/logyc,3,Silicon Valley,Manufacturing,http://www.logyc.co,11-50,,,Feb ,2017,37.4429964,-122.1545229
deepomatic,https://angel.co/company/deepomatic,4,Paris,Computer Vision,http://www.deepomatic.com,11-50,,,Jul ,2017,48.8566101,2.3514992
Quarrio ,https://angel.co/company/quarrio,3,Berkeley,Big Data Analytics,http://www.quarrio.com,1-10,,2100000,Aug ,2017,37.8708393,-122.2728639
TeamScience,https://angel.co/company/crewspark,4,New York City,Predictive Analytics,https://www.teamscience.com,1-10,,,May ,2018,40.7127281,-74.0060152
"N&C, Inc ",https://angel.co/company/n-c-inc,3,Baltimore,Government Innovation,http://www.Regendus.com,1-10,,684000,Feb ,2018,39.2908816,-76.610759
